audit_event_id,application_id,sequence,actor_type,actor_id,action,tool,object_type,object_id,outcome,correlation_id,timestamp
APP-000016-AUD-09,APP-000016,9,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,route_to_human_review,router,human_reviews,APP-000016,QUEUED,RUN-APP-000016,2026-08-12
APP-000017-AUD-01,APP-000017,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000017,GRANTED,RUN-APP-000017,2026-08-12
APP-000017-AUD-02,APP-000017,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000017,MORTGAGE_UNDERWRITING,RUN-APP-000017,2026-08-12
APP-000017-AUD-03,APP-000017,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000017,2026-08-12
APP-000017-AUD-04,APP-000017,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000017,COMPLETED,RUN-APP-000017,2026-08-12
APP-000017-AUD-05,APP-000017,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000017,COMPLETED,RUN-APP-000017,2026-08-12
APP-000017-AUD-06,APP-000017,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000017,26 evaluated,RUN-APP-000017,2026-08-12
APP-000017-AUD-07,APP-000017,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000017,1 flags,RUN-APP-000017,2026-08-12
APP-000017-AUD-08,APP-000017,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000017,MANUAL_REVIEW_REQUIRED,RUN-APP-000017,2026-08-12
APP-000017-AUD-09,APP-000017,9,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,route_to_human_review,router,human_reviews,APP-000017,QUEUED,RUN-APP-000017,2026-08-12
APP-000018-AUD-01,APP-000018,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000018,GRANTED,RUN-APP-000018,2026-09-04
APP-000018-AUD-02,APP-000018,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000018,MORTGAGE_UNDERWRITING,RUN-APP-000018,2026-09-04
APP-000018-AUD-03,APP-000018,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-09-04,RESOLVED,RUN-APP-000018,2026-09-04
APP-000018-AUD-04,APP-000018,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000018,COMPLETED,RUN-APP-000018,2026-09-04
APP-000018-AUD-05,APP-000018,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000018,COMPLETED,RUN-APP-000018,2026-09-04
APP-000018-AUD-06,APP-000018,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000018,26 evaluated,RUN-APP-000018,2026-09-04
APP-000018-AUD-07,APP-000018,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000018,1 flags,RUN-APP-000018,2026-09-04
APP-000018-AUD-08,APP-000018,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000018,MANUAL_REVIEW_REQUIRED,RUN-APP-000018,2026-09-04
APP-000018-AUD-09,APP-000018,9,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,route_to_human_review,router,human_reviews,APP-000018,QUEUED,RUN-APP-000018,2026-09-04
APP-000019-AUD-01,APP-000019,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000019,GRANTED,RUN-APP-000019,2026-08-12
APP-000019-AUD-02,APP-000019,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000019,MORTGAGE_UNDERWRITING,RUN-APP-000019,2026-08-12
APP-000019-AUD-03,APP-000019,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000019,2026-08-12
APP-000019-AUD-04,APP-000019,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000019,COMPLETED,RUN-APP-000019,2026-08-12
APP-000019-AUD-05,APP-000019,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000019,COMPLETED,RUN-APP-000019,2026-08-12
APP-000019-AUD-06,APP-000019,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000019,22 evaluated,RUN-APP-000019,2026-08-12
APP-000019-AUD-07,APP-000019,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000019,0 flags,RUN-APP-000019,2026-08-12
APP-000019-AUD-08,APP-000019,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000019,APPROVE_RECOMMENDATION,RUN-APP-000019,2026-08-12
APP-000020-AUD-01,APP-000020,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000020,GRANTED,RUN-APP-000020,2026-08-12
APP-000020-AUD-02,APP-000020,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000020,MORTGAGE_UNDERWRITING,RUN-APP-000020,2026-08-12
APP-000020-AUD-03,APP-000020,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000020,2026-08-12
APP-000020-AUD-04,APP-000020,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000020,COMPLETED,RUN-APP-000020,2026-08-12
APP-000020-AUD-05,APP-000020,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000020,COMPLETED,RUN-APP-000020,2026-08-12
APP-000020-AUD-06,APP-000020,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000020,21 evaluated,RUN-APP-000020,2026-08-12
APP-000020-AUD-07,APP-000020,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000020,1 flags,RUN-APP-000020,2026-08-12
APP-000020-AUD-08,APP-000020,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000020,DECLINE_RECOMMENDATION,RUN-APP-000020,2026-08-12
APP-000020-AUD-09,APP-000020,9,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,route_to_human_review,router,human_reviews,APP-000020,QUEUED,RUN-APP-000020,2026-08-12
APP-000021-AUD-01,APP-000021,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000021,GRANTED,RUN-APP-000021,2026-08-12
APP-000021-AUD-02,APP-000021,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000021,MORTGAGE_UNDERWRITING,RUN-APP-000021,2026-08-12
APP-000021-AUD-03,APP-000021,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000021,2026-08-12
APP-000021-AUD-04,APP-000021,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000021,COMPLETED,RUN-APP-000021,2026-08-12
APP-000021-AUD-05,APP-000021,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000021,COMPLETED,RUN-APP-000021,2026-08-12
APP-000021-AUD-06,APP-000021,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000021,23 evaluated,RUN-APP-000021,2026-08-12
APP-000021-AUD-07,APP-000021,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000021,0 flags,RUN-APP-000021,2026-08-12
APP-000021-AUD-08,APP-000021,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000021,DECLINE_RECOMMENDATION,RUN-APP-000021,2026-08-12
APP-000021-AUD-09,APP-000021,9,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,route_to_human_review,router,human_reviews,APP-000021,QUEUED,RUN-APP-000021,2026-08-12
APP-000022-AUD-01,APP-000022,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000022,GRANTED,RUN-APP-000022,2026-08-12
APP-000022-AUD-02,APP-000022,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000022,MORTGAGE_UNDERWRITING,RUN-APP-000022,2026-08-12
APP-000022-AUD-03,APP-000022,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000022,2026-08-12
APP-000022-AUD-04,APP-000022,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000022,COMPLETED,RUN-APP-000022,2026-08-12
APP-000022-AUD-05,APP-000022,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000022,COMPLETED,RUN-APP-000022,2026-08-12
APP-000022-AUD-06,APP-000022,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000022,23 evaluated,RUN-APP-000022,2026-08-12
APP-000022-AUD-07,APP-000022,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000022,0 flags,RUN-APP-000022,2026-08-12
APP-000022-AUD-08,APP-000022,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000022,APPROVE_RECOMMENDATION,RUN-APP-000022,2026-08-12
APP-000023-AUD-01,APP-000023,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000023,GRANTED,RUN-APP-000023,2026-08-12
APP-000023-AUD-02,APP-000023,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000023,MORTGAGE_UNDERWRITING,RUN-APP-000023,2026-08-12
APP-000023-AUD-03,APP-000023,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000023,2026-08-12
APP-000023-AUD-04,APP-000023,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000023,COMPLETED,RUN-APP-000023,2026-08-12
APP-000023-AUD-05,APP-000023,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000023,COMPLETED,RUN-APP-000023,2026-08-12
APP-000023-AUD-06,APP-000023,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000023,25 evaluated,RUN-APP-000023,2026-08-12
APP-000023-AUD-07,APP-000023,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000023,0 flags,RUN-APP-000023,2026-08-12
APP-000023-AUD-08,APP-000023,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000023,APPROVE_RECOMMENDATION,RUN-APP-000023,2026-08-12
APP-000024-AUD-01,APP-000024,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000024,GRANTED,RUN-APP-000024,2026-08-12
APP-000024-AUD-02,APP-000024,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000024,MORTGAGE_UNDERWRITING,RUN-APP-000024,2026-08-12
APP-000024-AUD-03,APP-000024,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000024,2026-08-12
APP-000024-AUD-04,APP-000024,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000024,COMPLETED,RUN-APP-000024,2026-08-12
APP-000024-AUD-05,APP-000024,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000024,COMPLETED,RUN-APP-000024,2026-08-12
APP-000024-AUD-06,APP-000024,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000024,25 evaluated,RUN-APP-000024,2026-08-12
APP-000024-AUD-07,APP-000024,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000024,0 flags,RUN-APP-000024,2026-08-12
APP-000024-AUD-08,APP-000024,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000024,DECLINE_RECOMMENDATION,RUN-APP-000024,2026-08-12
APP-000024-AUD-09,APP-000024,9,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,route_to_human_review,router,human_reviews,APP-000024,QUEUED,RUN-APP-000024,2026-08-12
APP-000025-AUD-01,APP-000025,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000025,GRANTED,RUN-APP-000025,2026-08-12
APP-000025-AUD-02,APP-000025,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000025,MORTGAGE_UNDERWRITING,RUN-APP-000025,2026-08-12
APP-000025-AUD-03,APP-000025,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000025,2026-08-12
APP-000025-AUD-04,APP-000025,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000025,COMPLETED,RUN-APP-000025,2026-08-12
APP-000025-AUD-05,APP-000025,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000025,COMPLETED,RUN-APP-000025,2026-08-12
APP-000025-AUD-06,APP-000025,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000025,26 evaluated,RUN-APP-000025,2026-08-12
APP-000025-AUD-07,APP-000025,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000025,0 flags,RUN-APP-000025,2026-08-12
APP-000025-AUD-08,APP-000025,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000025,APPROVE_RECOMMENDATION,RUN-APP-000025,2026-08-12
APP-000026-AUD-01,APP-000026,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000026,GRANTED,RUN-APP-000026,2026-08-12
APP-000026-AUD-02,APP-000026,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000026,MORTGAGE_UNDERWRITING,RUN-APP-000026,2026-08-12
APP-000026-AUD-03,APP-000026,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000026,2026-08-12
APP-000026-AUD-04,APP-000026,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000026,COMPLETED,RUN-APP-000026,2026-08-12
APP-000026-AUD-05,APP-000026,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000026,COMPLETED,RUN-APP-000026,2026-08-12
APP-000026-AUD-06,APP-000026,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000026,25 evaluated,RUN-APP-000026,2026-08-12
APP-000026-AUD-07,APP-000026,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000026,2 flags,RUN-APP-000026,2026-08-12
APP-000026-AUD-08,APP-000026,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000026,DECLINE_RECOMMENDATION,RUN-APP-000026,2026-08-12
APP-000026-AUD-09,APP-000026,9,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,route_to_human_review,router,human_reviews,APP-000026,QUEUED,RUN-APP-000026,2026-08-12
APP-000027-AUD-01,APP-000027,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000027,GRANTED,RUN-APP-000027,2026-08-12
APP-000027-AUD-02,APP-000027,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000027,MORTGAGE_UNDERWRITING,RUN-APP-000027,2026-08-12
APP-000027-AUD-03,APP-000027,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000027,2026-08-12
APP-000027-AUD-04,APP-000027,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000027,COMPLETED,RUN-APP-000027,2026-08-12
APP-000027-AUD-05,APP-000027,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000027,COMPLETED,RUN-APP-000027,2026-08-12
APP-000027-AUD-06,APP-000027,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000027,24 evaluated,RUN-APP-000027,2026-08-12
APP-000027-AUD-07,APP-000027,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000027,0 flags,RUN-APP-000027,2026-08-12
APP-000027-AUD-08,APP-000027,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000027,APPROVE_RECOMMENDATION,RUN-APP-000027,2026-08-12
APP-000028-AUD-01,APP-000028,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000028,GRANTED,RUN-APP-000028,2026-08-12
APP-000028-AUD-02,APP-000028,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000028,MORTGAGE_UNDERWRITING,RUN-APP-000028,2026-08-12
APP-000028-AUD-03,APP-000028,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000028,2026-08-12
APP-000028-AUD-04,APP-000028,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000028,COMPLETED,RUN-APP-000028,2026-08-12
APP-000028-AUD-05,APP-000028,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000028,COMPLETED,RUN-APP-000028,2026-08-12
APP-000028-AUD-06,APP-000028,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000028,24 evaluated,RUN-APP-000028,2026-08-12
APP-000028-AUD-07,APP-000028,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000028,1 flags,RUN-APP-000028,2026-08-12
APP-000028-AUD-08,APP-000028,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000028,DECLINE_RECOMMENDATION,RUN-APP-000028,2026-08-12
APP-000028-AUD-09,APP-000028,9,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,route_to_human_review,router,human_reviews,APP-000028,QUEUED,RUN-APP-000028,2026-08-12
APP-000029-AUD-01,APP-000029,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000029,GRANTED,RUN-APP-000029,2026-08-12
APP-000029-AUD-02,APP-000029,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000029,MORTGAGE_UNDERWRITING,RUN-APP-000029,2026-08-12
APP-000029-AUD-03,APP-000029,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000029,2026-08-12
APP-000029-AUD-04,APP-000029,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000029,COMPLETED,RUN-APP-000029,2026-08-12
APP-000029-AUD-05,APP-000029,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000029,COMPLETED,RUN-APP-000029,2026-08-12
APP-000029-AUD-06,APP-000029,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000029,24 evaluated,RUN-APP-000029,2026-08-12
APP-000029-AUD-07,APP-000029,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000029,1 flags,RUN-APP-000029,2026-08-12
APP-000029-AUD-08,APP-000029,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000029,DECLINE_RECOMMENDATION,RUN-APP-000029,2026-08-12
APP-000029-AUD-09,APP-000029,9,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,route_to_human_review,router,human_reviews,APP-000029,QUEUED,RUN-APP-000029,2026-08-12
APP-000030-AUD-01,APP-000030,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000030,GRANTED,RUN-APP-000030,2026-08-12
APP-000030-AUD-02,APP-000030,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000030,MORTGAGE_UNDERWRITING,RUN-APP-000030,2026-08-12
APP-000030-AUD-03,APP-000030,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000030,2026-08-12
APP-000030-AUD-04,APP-000030,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000030,COMPLETED,RUN-APP-000030,2026-08-12
APP-000030-AUD-05,APP-000030,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000030,COMPLETED,RUN-APP-000030,2026-08-12
APP-000030-AUD-06,APP-000030,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000030,24 evaluated,RUN-APP-000030,2026-08-12
APP-000030-AUD-07,APP-000030,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000030,0 flags,RUN-APP-000030,2026-08-12
APP-000030-AUD-08,APP-000030,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000030,MANUAL_REVIEW_REQUIRED,RUN-APP-000030,2026-08-12
APP-000030-AUD-09,APP-000030,9,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,route_to_human_review,router,human_reviews,APP-000030,QUEUED,RUN-APP-000030,2026-08-12
APP-000031-AUD-01,APP-000031,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000031,GRANTED,RUN-APP-000031,2026-08-12
APP-000031-AUD-02,APP-000031,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000031,MORTGAGE_UNDERWRITING,RUN-APP-000031,2026-08-12
APP-000031-AUD-03,APP-000031,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000031,2026-08-12
APP-000031-AUD-04,APP-000031,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000031,COMPLETED,RUN-APP-000031,2026-08-12
APP-000031-AUD-05,APP-000031,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000031,COMPLETED,RUN-APP-000031,2026-08-12
APP-000031-AUD-06,APP-000031,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000031,25 evaluated,RUN-APP-000031,2026-08-12
APP-000031-AUD-07,APP-000031,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000031,1 flags,RUN-APP-000031,2026-08-12
APP-000031-AUD-08,APP-000031,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000031,MANUAL_REVIEW_REQUIRED,RUN-APP-000031,2026-08-12
APP-000031-AUD-09,APP-000031,9,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,route_to_human_review,router,human_reviews,APP-000031,QUEUED,RUN-APP-000031,2026-08-12
APP-000032-AUD-01,APP-000032,1,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,authorise_case_access,authorisation,applications,APP-000032,GRANTED,RUN-APP-000032,2026-08-12
APP-000032-AUD-02,APP-000032,2,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,classify_request,intent_classifier,applications,APP-000032,MORTGAGE_UNDERWRITING,RUN-APP-000032,2026-08-12
APP-000032-AUD-03,APP-000032,3,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,select_policy_versions,policy_retrieval,policy_documents,as_of=2026-08-12,RESOLVED,RUN-APP-000032,2026-08-12
APP-000032-AUD-04,APP-000032,4,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,extract_document_fields,document_extraction,documents,APP-000032,COMPLETED,RUN-APP-000032,2026-08-12
APP-000032-AUD-05,APP-000032,5,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,run_calculations,calculation_engine,underwriting_calculations,APP-000032,COMPLETED,RUN-APP-000032,2026-08-12
APP-000032-AUD-06,APP-000032,6,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,evaluate_rules,rules_engine,rule_evaluations,APP-000032,24 evaluated,RUN-APP-000032,2026-08-12
APP-000032-AUD-07,APP-000032,7,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,screen_risk,risk_screening,risk_flags,APP-000032,0 flags,RUN-APP-000032,2026-08-12
APP-000032-AUD-08,APP-000032,8,AUTOMATED_COMPONENT,credpilot-underwriting-copilot,produce_recommendation,decision_composer,decisions,APP-000032,APPROVE_WITH_CONDITIONS,RUN-APP-000032,2026-08-12
