liability_id,application_id,liability_type,creditor,balance,monthly_payment,remaining_term_months,credit_limit,include_in_dti,inclusion_rule_id,source
APP-000053-LIA-04,APP-000053,installment_personal,Pinnacle Auto Finance,1176.77,36.33,36,0,true,LIA-INC-001,credit_report
APP-000054-LIA-01,APP-000054,auto_loan,Summit Education Lending,7117.32,170.40,48,0,true,LIA-INC-001,credit_report
APP-000054-LIA-02,APP-000054,student_loan,Harborline Retail Credit,9560.68,130.30,96,0,true,LIA-INC-001,credit_report
APP-000054-LIA-03,APP-000054,revolving_credit_card,Cascade Personal Loans,4009.33,120.28,,14319.04,true,LIA-INC-003,credit_report
APP-000054-LIA-04,APP-000054,installment_personal,Summit Education Lending,2597.46,80.19,36,0,true,LIA-INC-001,credit_report
APP-000055-LIA-01,APP-000055,auto_loan,Sablefield Mortgage Servicing,21253.38,508.84,48,0,true,LIA-INC-001,credit_report
APP-000055-LIA-02,APP-000055,student_loan,Pinnacle Auto Finance,28550.69,389.11,96,0,true,LIA-INC-001,credit_report
APP-000055-LIA-03,APP-000055,revolving_credit_card,Cascade Personal Loans,11972.67,359.18,,42759.54,true,LIA-INC-003,credit_report
APP-000055-LIA-04,APP-000055,installment_personal,Cascade Personal Loans,7756.09,239.45,36,0,true,LIA-INC-001,credit_report
APP-000056-LIA-01,APP-000056,auto_loan,Summit Education Lending,23253.24,556.72,48,0,true,LIA-INC-001,credit_report
APP-000056-LIA-02,APP-000056,student_loan,Sablefield Mortgage Servicing,31237.66,425.73,96,0,true,LIA-INC-001,credit_report
APP-000056-LIA-03,APP-000056,revolving_credit_card,Summit Education Lending,13099.33,392.98,,46783.32,true,LIA-INC-003,credit_report
APP-000056-LIA-04,APP-000056,installment_personal,Northwind Card Services,8485.86,261.98,36,0,true,LIA-INC-001,credit_report
APP-000057-LIA-01,APP-000057,auto_loan,Harborline Retail Credit,16346.02,391.35,48,0,true,LIA-INC-001,credit_report
APP-000057-LIA-02,APP-000057,student_loan,Northwind Card Services,21958.74,299.27,96,0,true,LIA-INC-001,credit_report
APP-000057-LIA-03,APP-000057,revolving_credit_card,Harborline Retail Credit,9208.33,276.25,,32886.89,true,LIA-INC-003,credit_report
APP-000057-LIA-04,APP-000057,installment_personal,Sablefield Mortgage Servicing,5965.50,184.17,36,0,true,LIA-INC-001,credit_report
APP-000058-LIA-01,APP-000058,auto_loan,Pinnacle Auto Finance,18158.77,434.75,48,0,true,LIA-INC-001,credit_report
APP-000058-LIA-02,APP-000058,student_loan,Summit Education Lending,24394.04,332.46,96,0,true,LIA-INC-001,credit_report
APP-000058-LIA-03,APP-000058,revolving_credit_card,Northwind Card Services,10229.67,306.89,,36534.54,true,LIA-INC-003,credit_report
APP-000058-LIA-04,APP-000058,installment_personal,Pinnacle Auto Finance,6626.93,204.59,36,0,true,LIA-INC-001,credit_report
APP-000059-LIA-01,APP-000059,auto_loan,Harborline Retail Credit,15875.29,380.08,48,0,true,LIA-INC-001,credit_report
APP-000059-LIA-02,APP-000059,student_loan,Northwind Card Services,21326.25,290.65,96,0,true,LIA-INC-001,credit_report
APP-000059-LIA-03,APP-000059,revolving_credit_card,Sablefield Mortgage Servicing,8943.00,268.29,,31939.29,true,LIA-INC-003,credit_report
APP-000059-LIA-04,APP-000059,installment_personal,Summit Education Lending,5793.82,178.87,36,0,true,LIA-INC-001,credit_report
APP-000060-LIA-01,APP-000060,auto_loan,Cascade Personal Loans,14830.25,355.06,48,0,true,LIA-INC-001,credit_report
APP-000060-LIA-02,APP-000060,student_loan,Northwind Card Services,19922.60,271.52,96,0,true,LIA-INC-001,credit_report
APP-000060-LIA-03,APP-000060,revolving_credit_card,Harborline Retail Credit,8354.33,250.63,,29836.89,true,LIA-INC-003,credit_report
APP-000060-LIA-04,APP-000060,installment_personal,Northwind Card Services,5411.93,167.08,36,0,true,LIA-INC-001,credit_report
APP-000061-LIA-01,APP-000061,auto_loan,Harborline Retail Credit,6202.59,148.50,48,0,true,LIA-INC-001,credit_report
APP-000061-LIA-02,APP-000061,student_loan,Cascade Personal Loans,8332.39,113.56,96,0,true,LIA-INC-001,credit_report
APP-000061-LIA-03,APP-000061,revolving_credit_card,Pinnacle Auto Finance,3494.00,104.82,,12478.57,true,LIA-INC-003,credit_report
APP-000061-LIA-04,APP-000061,installment_personal,Pinnacle Auto Finance,2263.50,69.88,36,0,true,LIA-INC-001,credit_report
APP-000062-LIA-01,APP-000062,auto_loan,Harborline Retail Credit,7867.89,188.37,48,0,true,LIA-INC-001,credit_report
APP-000062-LIA-02,APP-000062,student_loan,Harborline Retail Credit,10569.57,144.05,96,0,true,LIA-INC-001,credit_report
APP-000062-LIA-03,APP-000062,revolving_credit_card,Summit Education Lending,4432.33,132.97,,15829.75,true,LIA-INC-003,credit_report
APP-000062-LIA-04,APP-000062,installment_personal,Pinnacle Auto Finance,2871.49,88.65,36,0,true,LIA-INC-001,credit_report
APP-000063-LIA-01,APP-000063,auto_loan,Harborline Retail Credit,19152.43,458.54,48,0,true,LIA-INC-001,credit_report
APP-000063-LIA-02,APP-000063,student_loan,Sablefield Mortgage Servicing,25728.72,350.65,96,0,true,LIA-INC-001,credit_report
APP-000063-LIA-03,APP-000063,revolving_credit_card,Harborline Retail Credit,10789.33,323.68,,38533.32,true,LIA-INC-003,credit_report
APP-000063-LIA-04,APP-000063,installment_personal,Harborline Retail Credit,6989.39,215.78,36,0,true,LIA-INC-001,credit_report
APP-000064-LIA-01,APP-000064,auto_loan,Harborline Retail Credit,24958.23,597.54,48,0,true,LIA-INC-001,credit_report
APP-000064-LIA-02,APP-000064,student_loan,Pinnacle Auto Finance,33527.67,456.94,96,0,true,LIA-INC-001,credit_report
APP-000064-LIA-03,APP-000064,revolving_credit_card,Sablefield Mortgage Servicing,14059.67,421.79,,50213.11,true,LIA-INC-003,credit_report
APP-000064-LIA-04,APP-000064,installment_personal,Summit Education Lending,9108.10,281.19,36,0,true,LIA-INC-001,credit_report
APP-000065-LIA-01,APP-000065,auto_loan,Northwind Card Services,22444.19,537.35,48,0,true,LIA-INC-001,credit_report
APP-000065-LIA-02,APP-000065,student_loan,Harborline Retail Credit,30150.25,410.91,96,0,true,LIA-INC-001,credit_report
APP-000065-LIA-03,APP-000065,revolving_credit_card,Summit Education Lending,12643.33,379.30,,45154.75,true,LIA-INC-003,credit_report
APP-000065-LIA-04,APP-000065,installment_personal,Harborline Retail Credit,8190.78,252.87,36,0,true,LIA-INC-001,credit_report
APP-000066-LIA-01,APP-000066,auto_loan,Northwind Card Services,9267.13,221.87,48,0,true,LIA-INC-001,credit_report
APP-000066-LIA-02,APP-000066,student_loan,Summit Education Lending,12449.43,169.67,96,0,true,LIA-INC-001,credit_report
APP-000066-LIA-03,APP-000066,revolving_credit_card,Cascade Personal Loans,5220.67,156.62,,18645.25,true,LIA-INC-003,credit_report
APP-000066-LIA-04,APP-000066,installment_personal,Cascade Personal Loans,3381.97,104.41,36,0,true,LIA-INC-001,credit_report
APP-000067-LIA-01,APP-000067,auto_loan,Northwind Card Services,9179.42,219.77,48,0,true,LIA-INC-001,credit_report
APP-000067-LIA-02,APP-000067,student_loan,Summit Education Lending,12331.29,168.06,96,0,true,LIA-INC-001,credit_report
APP-000067-LIA-03,APP-000067,revolving_credit_card,Sablefield Mortgage Servicing,5171.00,155.13,,18467.86,true,LIA-INC-003,credit_report
APP-000067-LIA-04,APP-000067,installment_personal,Summit Education Lending,3349.90,103.42,36,0,true,LIA-INC-001,credit_report
APP-000068-LIA-01,APP-000068,auto_loan,Harborline Retail Credit,7854.53,188.05,48,0,true,LIA-INC-001,credit_report
APP-000068-LIA-02,APP-000068,student_loan,Sablefield Mortgage Servicing,10551.96,143.81,96,0,true,LIA-INC-001,credit_report
APP-000068-LIA-03,APP-000068,revolving_credit_card,Pinnacle Auto Finance,4424.67,132.74,,15802.39,true,LIA-INC-003,credit_report
APP-000068-LIA-04,APP-000068,installment_personal,Pinnacle Auto Finance,2866.63,88.50,36,0,true,LIA-INC-001,credit_report
APP-000069-LIA-01,APP-000069,auto_loan,Sablefield Mortgage Servicing,9112.17,218.16,48,0,true,LIA-INC-001,credit_report
APP-000069-LIA-02,APP-000069,student_loan,Cascade Personal Loans,12241.04,166.83,96,0,true,LIA-INC-001,credit_report
APP-000069-LIA-03,APP-000069,revolving_credit_card,Pinnacle Auto Finance,5133.33,154.00,,18333.32,true,LIA-INC-003,credit_report
APP-000069-LIA-04,APP-000069,installment_personal,Summit Education Lending,3325.29,102.66,36,0,true,LIA-INC-001,credit_report
APP-000070-LIA-01,APP-000070,auto_loan,Sablefield Mortgage Servicing,4651.73,111.37,48,0,true,LIA-INC-001,credit_report
APP-000070-LIA-02,APP-000070,student_loan,Sablefield Mortgage Servicing,6249.29,85.17,96,0,true,LIA-INC-001,credit_report
APP-000070-LIA-03,APP-000070,revolving_credit_card,Summit Education Lending,2620.67,78.62,,9359.54,true,LIA-INC-003,credit_report
APP-000070-LIA-04,APP-000070,installment_personal,Summit Education Lending,1697.63,52.41,36,0,true,LIA-INC-001,credit_report
APP-000071-LIA-01,APP-000071,auto_loan,Cascade Personal Loans,13277.31,317.88,48,0,true,LIA-INC-001,credit_report
APP-000071-LIA-02,APP-000071,student_loan,Harborline Retail Credit,17835.84,243.08,96,0,true,LIA-INC-001,credit_report
APP-000071-LIA-03,APP-000071,revolving_credit_card,Pinnacle Auto Finance,7479.67,224.39,,26713.11,true,LIA-INC-003,credit_report
APP-000071-LIA-04,APP-000071,installment_personal,Sablefield Mortgage Servicing,4845.41,149.59,36,0,true,LIA-INC-001,credit_report
APP-000072-LIA-01,APP-000072,auto_loan,Summit Education Lending,6302.00,150.88,48,0,true,LIA-INC-001,credit_report
APP-000072-LIA-02,APP-000072,student_loan,Summit Education Lending,8465.93,115.38,96,0,true,LIA-INC-001,credit_report
APP-000072-LIA-03,APP-000072,revolving_credit_card,Sablefield Mortgage Servicing,3550.00,106.50,,12678.57,true,LIA-INC-003,credit_report
APP-000072-LIA-04,APP-000072,installment_personal,Sablefield Mortgage Servicing,2299.46,70.99,36,0,true,LIA-INC-001,credit_report
APP-000073-LIA-01,APP-000073,auto_loan,Pinnacle Auto Finance,15415.42,369.07,48,0,true,LIA-INC-001,credit_report
APP-000073-LIA-02,APP-000073,student_loan,Harborline Retail Credit,20708.44,282.23,96,0,true,LIA-INC-001,credit_report
APP-000073-LIA-03,APP-000073,revolving_credit_card,Cascade Personal Loans,8684.00,260.52,,31014.29,true,LIA-INC-003,credit_report
APP-000073-LIA-04,APP-000073,installment_personal,Cascade Personal Loans,5625.39,173.67,36,0,true,LIA-INC-001,credit_report
APP-000074-LIA-01,APP-000074,auto_loan,Sablefield Mortgage Servicing,13022.10,311.77,48,0,true,LIA-INC-001,credit_report
APP-000074-LIA-02,APP-000074,student_loan,Harborline Retail Credit,17493.18,238.41,96,0,true,LIA-INC-001,credit_report
APP-000074-LIA-03,APP-000074,revolving_credit_card,Sablefield Mortgage Servicing,7335.67,220.07,,26198.82,true,LIA-INC-003,credit_report
APP-000074-LIA-04,APP-000074,installment_personal,Harborline Retail Credit,4752.45,146.72,36,0,true,LIA-INC-001,credit_report
APP-000075-LIA-01,APP-000075,auto_loan,Harborline Retail Credit,3473.03,83.15,48,0,true,LIA-INC-001,credit_report
APP-000075-LIA-02,APP-000075,student_loan,Summit Education Lending,4665.14,63.58,96,0,true,LIA-INC-001,credit_report
APP-000075-LIA-03,APP-000075,revolving_credit_card,Summit Education Lending,1956.33,58.69,,6986.89,true,LIA-INC-003,credit_report
APP-000075-LIA-04,APP-000075,installment_personal,Summit Education Lending,1267.47,39.13,36,0,true,LIA-INC-001,credit_report
