credit_account_id,application_id,borrower_id,liability_id,account_type,creditor,balance,credit_limit,monthly_payment,opened_date,account_status,lates_30d_24m,lates_60d_24m,lates_90d_24m,dispute_flag
APP-000042-TRD-01,APP-000042,BORR-000050,APP-000042-LIA-01,auto_loan,Northwind Card Services,12470.76,0,298.57,2019-09-17,open,0,0,0,false
APP-000042-TRD-02,APP-000042,BORR-000050,APP-000042-LIA-02,student_loan,Pinnacle Auto Finance,16752.83,0,228.32,2022-02-20,open,0,0,0,false
APP-000042-TRD-03,APP-000042,BORR-000050,APP-000042-LIA-03,revolving_credit_card,Pinnacle Auto Finance,7025.33,25090.46,210.76,2017-12-13,open,0,0,0,false
APP-000042-TRD-04,APP-000042,BORR-000050,APP-000042-LIA-04,installment_personal,Sablefield Mortgage Servicing,4551.30,0,140.51,2018-07-24,open,0,0,0,false
APP-000043-TRD-01,APP-000043,BORR-000051,APP-000043-LIA-01,auto_loan,Northwind Card Services,12821.20,0,306.96,2022-01-20,open,0,0,0,false
APP-000043-TRD-02,APP-000043,BORR-000051,APP-000043-LIA-02,student_loan,Pinnacle Auto Finance,17223.89,0,234.74,2022-01-11,open,0,0,0,false
APP-000043-TRD-03,APP-000043,BORR-000051,APP-000043-LIA-03,revolving_credit_card,Cascade Personal Loans,7222.67,25795.25,216.68,2017-12-07,open,0,0,0,false
APP-000043-TRD-04,APP-000043,BORR-000051,APP-000043-LIA-04,installment_personal,Cascade Personal Loans,4678.92,0,144.45,2020-10-07,open,0,0,0,false
APP-000044-TRD-01,APP-000044,BORR-000052,APP-000044-LIA-01,auto_loan,Northwind Card Services,3452.15,0,82.65,2021-04-13,open,0,0,0,false
APP-000044-TRD-02,APP-000044,BORR-000052,APP-000044-LIA-02,student_loan,Cascade Personal Loans,4637.26,0,63.20,2022-09-01,open,0,0,0,false
APP-000044-TRD-03,APP-000044,BORR-000052,APP-000044-LIA-03,revolving_credit_card,Sablefield Mortgage Servicing,1944.67,6945.25,58.34,2025-05-21,open,0,0,0,false
APP-000044-TRD-04,APP-000044,BORR-000052,APP-000044-LIA-04,installment_personal,Pinnacle Auto Finance,1259.70,0,38.89,2024-05-28,open,0,0,0,false
APP-000045-TRD-01,APP-000045,BORR-000053,APP-000045-LIA-01,auto_loan,Cascade Personal Loans,6751.43,0,161.64,2023-11-17,open,0,0,0,false
APP-000045-TRD-02,APP-000045,BORR-000053,APP-000045-LIA-02,student_loan,Pinnacle Auto Finance,9069.07,0,123.60,2021-08-25,open,0,0,0,false
APP-000045-TRD-03,APP-000045,BORR-000053,APP-000045-LIA-03,revolving_credit_card,Cascade Personal Loans,3803.33,13583.32,114.10,2020-08-13,open,0,0,0,false
APP-000045-TRD-04,APP-000045,BORR-000053,APP-000045-LIA-04,installment_personal,Northwind Card Services,2463.68,0,76.06,2023-03-23,open,0,0,0,false
APP-000046-TRD-01,APP-000046,BORR-000055,APP-000046-LIA-01,auto_loan,Summit Education Lending,8310.22,0,198.96,2018-01-08,open,0,0,0,false
APP-000046-TRD-02,APP-000046,BORR-000055,APP-000046-LIA-02,student_loan,Pinnacle Auto Finance,11163.17,0,152.14,2022-04-03,open,0,0,0,false
APP-000046-TRD-03,APP-000046,BORR-000055,APP-000046-LIA-03,revolving_credit_card,Pinnacle Auto Finance,4681.33,16719.04,140.44,2019-11-30,open,0,0,0,false
APP-000046-TRD-04,APP-000046,BORR-000055,APP-000046-LIA-04,installment_personal,Summit Education Lending,3032.79,0,93.63,2021-01-08,open,0,0,0,false
APP-000047-TRD-01,APP-000047,BORR-000056,APP-000047-LIA-01,auto_loan,Harborline Retail Credit,6240.60,0,149.41,2019-05-12,open,0,0,0,false
APP-000047-TRD-02,APP-000047,BORR-000056,APP-000047-LIA-02,student_loan,Harborline Retail Credit,8383.02,0,114.25,2019-09-24,open,0,0,0,false
APP-000047-TRD-03,APP-000047,BORR-000056,APP-000047-LIA-03,revolving_credit_card,Cascade Personal Loans,3515.33,12554.75,105.46,2025-04-29,open,0,0,0,false
APP-000047-TRD-04,APP-000047,BORR-000056,APP-000047-LIA-04,installment_personal,Summit Education Lending,2277.43,0,70.31,2021-02-21,open,0,0,0,false
APP-000048-TRD-01,APP-000048,BORR-000058,APP-000048-LIA-01,auto_loan,Harborline Retail Credit,13423.08,0,321.37,2019-05-04,open,0,0,0,false
APP-000048-TRD-02,APP-000048,BORR-000058,APP-000048-LIA-02,student_loan,Sablefield Mortgage Servicing,18031.75,0,245.75,2020-09-10,open,0,0,0,false
APP-000048-TRD-03,APP-000048,BORR-000058,APP-000048-LIA-03,revolving_credit_card,Harborline Retail Credit,7561.67,27005.96,226.85,2022-03-19,open,0,0,0,false
APP-000048-TRD-04,APP-000048,BORR-000058,APP-000048-LIA-04,installment_personal,Sablefield Mortgage Servicing,4898.85,0,151.24,2018-10-14,open,0,0,0,false
APP-000049-TRD-01,APP-000049,BORR-000059,APP-000049-LIA-01,auto_loan,Summit Education Lending,2734.57,0,65.47,2018-10-08,open,0,0,0,false
APP-000049-TRD-02,APP-000049,BORR-000059,APP-000049-LIA-02,student_loan,Harborline Retail Credit,3673.85,0,50.07,2020-02-09,open,0,0,0,false
APP-000049-TRD-03,APP-000049,BORR-000059,APP-000049-LIA-03,revolving_credit_card,Pinnacle Auto Finance,1540.67,5502.39,46.22,2022-04-08,open,0,0,0,false
APP-000049-TRD-04,APP-000049,BORR-000059,APP-000049-LIA-04,installment_personal,Pinnacle Auto Finance,997.97,0,30.81,2021-01-05,open,0,0,0,false
APP-000050-TRD-01,APP-000050,BORR-000060,APP-000050-LIA-01,auto_loan,Sablefield Mortgage Servicing,14544.14,0,348.21,2021-11-10,open,0,0,0,false
APP-000050-TRD-02,APP-000050,BORR-000060,APP-000050-LIA-02,student_loan,Harborline Retail Credit,19538.12,0,266.28,2023-01-23,open,0,0,0,false
APP-000050-TRD-03,APP-000050,BORR-000060,APP-000050-LIA-03,revolving_credit_card,Northwind Card Services,8193.33,29261.89,245.80,2024-07-25,open,0,0,0,false
APP-000050-TRD-04,APP-000050,BORR-000060,APP-000050-LIA-04,installment_personal,Harborline Retail Credit,5307.63,0,163.86,2018-11-22,open,0,0,0,false
APP-000051-TRD-01,APP-000051,BORR-000062,APP-000051-LIA-01,auto_loan,Pinnacle Auto Finance,9267.97,0,221.89,2024-01-06,open,0,0,0,false
APP-000051-TRD-02,APP-000051,BORR-000062,APP-000051-LIA-02,student_loan,Northwind Card Services,12450.16,0,169.68,2023-12-15,open,0,0,0,false
APP-000051-TRD-03,APP-000051,BORR-000062,APP-000051-LIA-03,revolving_credit_card,Cascade Personal Loans,5221.00,18646.43,156.63,2024-07-06,open,0,0,0,false
APP-000051-TRD-04,APP-000051,BORR-000062,APP-000051-LIA-04,installment_personal,Pinnacle Auto Finance,3381.97,0,104.41,2023-04-15,open,0,0,0,false
APP-000052-TRD-01,APP-000052,BORR-000063,APP-000052-LIA-01,auto_loan,Sablefield Mortgage Servicing,2648.11,0,63.40,2024-10-31,open,0,0,0,false
APP-000052-TRD-02,APP-000052,BORR-000063,APP-000052-LIA-02,student_loan,Harborline Retail Credit,3557.19,0,48.48,2024-11-02,open,0,0,0,false
APP-000052-TRD-03,APP-000052,BORR-000063,APP-000052-LIA-03,revolving_credit_card,Harborline Retail Credit,1491.67,5327.39,44.75,2020-03-01,open,0,0,0,false
APP-000052-TRD-04,APP-000052,BORR-000063,APP-000052-LIA-04,installment_personal,Northwind Card Services,966.23,0,29.83,2025-02-03,open,0,0,0,false
APP-000053-TRD-01,APP-000053,BORR-000064,APP-000053-LIA-01,auto_loan,Northwind Card Services,3223.68,0,77.18,2024-07-28,open,0,0,0,false
APP-000053-TRD-02,APP-000053,BORR-000064,APP-000053-LIA-02,student_loan,Cascade Personal Loans,4330.55,0,59.02,2022-04-09,open,0,0,0,false
APP-000053-TRD-03,APP-000053,BORR-000064,APP-000053-LIA-03,revolving_credit_card,Cascade Personal Loans,1816.00,6485.71,54.48,2024-04-12,open,0,0,0,false
APP-000053-TRD-04,APP-000053,BORR-000064,APP-000053-LIA-04,installment_personal,Pinnacle Auto Finance,1176.77,0,36.33,2022-05-02,open,0,0,0,false
APP-000054-TRD-01,APP-000054,BORR-000065,APP-000054-LIA-01,auto_loan,Summit Education Lending,7117.32,0,170.40,2025-05-02,open,0,0,0,false
APP-000054-TRD-02,APP-000054,BORR-000065,APP-000054-LIA-02,student_loan,Harborline Retail Credit,9560.68,0,130.30,2020-05-18,open,0,0,0,false
APP-000054-TRD-03,APP-000054,BORR-000065,APP-000054-LIA-03,revolving_credit_card,Cascade Personal Loans,4009.33,14319.04,120.28,2019-05-09,open,0,0,0,false
APP-000054-TRD-04,APP-000054,BORR-000065,APP-000054-LIA-04,installment_personal,Summit Education Lending,2597.46,0,80.19,2021-09-02,open,0,0,0,false
APP-000055-TRD-01,APP-000055,BORR-000066,APP-000055-LIA-01,auto_loan,Sablefield Mortgage Servicing,21253.38,0,508.84,2021-10-15,open,0,0,0,false
APP-000055-TRD-02,APP-000055,BORR-000066,APP-000055-LIA-02,student_loan,Pinnacle Auto Finance,28550.69,0,389.11,2021-06-18,open,0,0,0,false
APP-000055-TRD-03,APP-000055,BORR-000066,APP-000055-LIA-03,revolving_credit_card,Cascade Personal Loans,11972.67,42759.54,359.18,2020-09-15,open,0,0,0,false
APP-000055-TRD-04,APP-000055,BORR-000066,APP-000055-LIA-04,installment_personal,Cascade Personal Loans,7756.09,0,239.45,2023-11-26,open,0,0,0,false
APP-000056-TRD-01,APP-000056,BORR-000067,APP-000056-LIA-01,auto_loan,Summit Education Lending,23253.24,0,556.72,2020-04-02,open,0,0,0,false
APP-000056-TRD-02,APP-000056,BORR-000067,APP-000056-LIA-02,student_loan,Sablefield Mortgage Servicing,31237.66,0,425.73,2023-05-09,open,0,0,0,false
APP-000056-TRD-03,APP-000056,BORR-000067,APP-000056-LIA-03,revolving_credit_card,Summit Education Lending,13099.33,46783.32,392.98,2025-01-16,open,0,0,0,false
APP-000056-TRD-04,APP-000056,BORR-000067,APP-000056-LIA-04,installment_personal,Northwind Card Services,8485.86,0,261.98,2019-01-25,open,0,0,0,false
APP-000057-TRD-01,APP-000057,BORR-000068,APP-000057-LIA-01,auto_loan,Harborline Retail Credit,16346.02,0,391.35,2022-05-07,open,0,0,0,false
APP-000057-TRD-02,APP-000057,BORR-000068,APP-000057-LIA-02,student_loan,Northwind Card Services,21958.74,0,299.27,2022-04-25,open,0,0,0,false
APP-000057-TRD-03,APP-000057,BORR-000068,APP-000057-LIA-03,revolving_credit_card,Harborline Retail Credit,9208.33,32886.89,276.25,2022-11-03,open,0,0,0,false
APP-000057-TRD-04,APP-000057,BORR-000068,APP-000057-LIA-04,installment_personal,Sablefield Mortgage Servicing,5965.50,0,184.17,2019-08-03,open,0,0,0,false
APP-000058-TRD-01,APP-000058,BORR-000070,APP-000058-LIA-01,auto_loan,Pinnacle Auto Finance,18158.77,0,434.75,2023-12-20,open,0,0,0,false
APP-000058-TRD-02,APP-000058,BORR-000070,APP-000058-LIA-02,student_loan,Summit Education Lending,24394.04,0,332.46,2018-11-27,open,0,0,0,false
APP-000058-TRD-03,APP-000058,BORR-000070,APP-000058-LIA-03,revolving_credit_card,Northwind Card Services,10229.67,36534.54,306.89,2024-02-05,open,0,0,0,false
APP-000058-TRD-04,APP-000058,BORR-000070,APP-000058-LIA-04,installment_personal,Pinnacle Auto Finance,6626.93,0,204.59,2019-10-14,open,0,0,0,false
APP-000059-TRD-01,APP-000059,BORR-000071,APP-000059-LIA-01,auto_loan,Harborline Retail Credit,15875.29,0,380.08,2022-12-30,open,0,0,0,false
APP-000059-TRD-02,APP-000059,BORR-000071,APP-000059-LIA-02,student_loan,Northwind Card Services,21326.25,0,290.65,2021-09-16,open,0,0,0,false
APP-000059-TRD-03,APP-000059,BORR-000071,APP-000059-LIA-03,revolving_credit_card,Sablefield Mortgage Servicing,8943.00,31939.29,268.29,2025-05-10,open,0,0,0,false
APP-000059-TRD-04,APP-000059,BORR-000071,APP-000059-LIA-04,installment_personal,Summit Education Lending,5793.82,0,178.87,2022-02-06,open,0,0,0,false
APP-000060-TRD-01,APP-000060,BORR-000072,APP-000060-LIA-01,auto_loan,Cascade Personal Loans,14830.25,0,355.06,2020-11-28,open,0,0,0,false
APP-000060-TRD-02,APP-000060,BORR-000072,APP-000060-LIA-02,student_loan,Northwind Card Services,19922.60,0,271.52,2025-01-22,open,0,0,0,false
APP-000060-TRD-03,APP-000060,BORR-000072,APP-000060-LIA-03,revolving_credit_card,Harborline Retail Credit,8354.33,29836.89,250.63,2024-04-09,open,0,0,0,false
APP-000060-TRD-04,APP-000060,BORR-000072,APP-000060-LIA-04,installment_personal,Northwind Card Services,5411.93,0,167.08,2018-12-23,open,0,0,0,false
APP-000061-TRD-01,APP-000061,BORR-000073,APP-000061-LIA-01,auto_loan,Harborline Retail Credit,6202.59,0,148.50,2017-11-07,open,0,0,0,false
APP-000061-TRD-02,APP-000061,BORR-000073,APP-000061-LIA-02,student_loan,Cascade Personal Loans,8332.39,0,113.56,2019-10-26,open,0,0,0,false
APP-000061-TRD-03,APP-000061,BORR-000073,APP-000061-LIA-03,revolving_credit_card,Pinnacle Auto Finance,3494.00,12478.57,104.82,2025-07-03,open,0,0,0,false
APP-000061-TRD-04,APP-000061,BORR-000073,APP-000061-LIA-04,installment_personal,Pinnacle Auto Finance,2263.50,0,69.88,2025-06-08,open,0,0,0,false
APP-000062-TRD-01,APP-000062,BORR-000075,APP-000062-LIA-01,auto_loan,Harborline Retail Credit,7867.89,0,188.37,2024-04-20,open,0,0,0,false
APP-000062-TRD-02,APP-000062,BORR-000075,APP-000062-LIA-02,student_loan,Harborline Retail Credit,10569.57,0,144.05,2025-04-03,open,0,0,0,false
APP-000062-TRD-03,APP-000062,BORR-000075,APP-000062-LIA-03,revolving_credit_card,Summit Education Lending,4432.33,15829.75,132.97,2024-07-19,open,0,0,0,false
APP-000062-TRD-04,APP-000062,BORR-000075,APP-000062-LIA-04,installment_personal,Pinnacle Auto Finance,2871.49,0,88.65,2023-08-17,open,0,0,0,false
APP-000063-TRD-01,APP-000063,BORR-000001,APP-000063-LIA-01,auto_loan,Harborline Retail Credit,19152.43,0,458.54,2024-08-16,open,0,0,0,false
APP-000063-TRD-02,APP-000063,BORR-000001,APP-000063-LIA-02,student_loan,Sablefield Mortgage Servicing,25728.72,0,350.65,2021-01-30,open,0,0,0,false
APP-000063-TRD-03,APP-000063,BORR-000001,APP-000063-LIA-03,revolving_credit_card,Harborline Retail Credit,10789.33,38533.32,323.68,2019-06-27,open,0,0,0,false
APP-000063-TRD-04,APP-000063,BORR-000001,APP-000063-LIA-04,installment_personal,Harborline Retail Credit,6989.39,0,215.78,2024-03-23,open,0,0,0,false
APP-000064-TRD-01,APP-000064,BORR-000011,APP-000064-LIA-01,auto_loan,Harborline Retail Credit,24958.23,0,597.54,2021-10-17,open,0,0,0,false
APP-000064-TRD-02,APP-000064,BORR-000011,APP-000064-LIA-02,student_loan,Pinnacle Auto Finance,33527.67,0,456.94,2018-07-13,open,0,0,0,false
APP-000064-TRD-03,APP-000064,BORR-000011,APP-000064-LIA-03,revolving_credit_card,Sablefield Mortgage Servicing,14059.67,50213.11,421.79,2023-04-14,open,0,0,0,false
APP-000064-TRD-04,APP-000064,BORR-000011,APP-000064-LIA-04,installment_personal,Summit Education Lending,9108.10,0,281.19,2019-09-09,open,0,0,0,false
APP-000065-TRD-01,APP-000065,BORR-000077,APP-000065-LIA-01,auto_loan,Northwind Card Services,22444.19,0,537.35,2021-09-30,open,0,0,0,false
APP-000065-TRD-02,APP-000065,BORR-000077,APP-000065-LIA-02,student_loan,Harborline Retail Credit,30150.25,0,410.91,2019-02-17,open,0,0,0,false
APP-000065-TRD-03,APP-000065,BORR-000077,APP-000065-LIA-03,revolving_credit_card,Summit Education Lending,12643.33,45154.75,379.30,2017-12-10,open,0,0,0,false
APP-000065-TRD-04,APP-000065,BORR-000077,APP-000065-LIA-04,installment_personal,Harborline Retail Credit,8190.78,0,252.87,2021-01-20,open,0,0,0,false
APP-000066-TRD-01,APP-000066,BORR-000079,APP-000066-LIA-01,auto_loan,Northwind Card Services,9267.13,0,221.87,2021-05-08,open,0,0,0,false
APP-000066-TRD-02,APP-000066,BORR-000079,APP-000066-LIA-02,student_loan,Summit Education Lending,12449.43,0,169.67,2024-02-23,open,0,0,0,false
APP-000066-TRD-03,APP-000066,BORR-000079,APP-000066-LIA-03,revolving_credit_card,Cascade Personal Loans,5220.67,18645.25,156.62,2024-12-20,open,0,0,0,false
APP-000066-TRD-04,APP-000066,BORR-000079,APP-000066-LIA-04,installment_personal,Cascade Personal Loans,3381.97,0,104.41,2022-12-02,open,0,0,0,false
APP-000067-TRD-01,APP-000067,BORR-000080,APP-000067-LIA-01,auto_loan,Northwind Card Services,9179.42,0,219.77,2022-03-06,open,0,0,0,false
APP-000067-TRD-02,APP-000067,BORR-000080,APP-000067-LIA-02,student_loan,Summit Education Lending,12331.29,0,168.06,2025-02-19,open,0,0,0,false
APP-000067-TRD-03,APP-000067,BORR-000080,APP-000067-LIA-03,revolving_credit_card,Sablefield Mortgage Servicing,5171.00,18467.86,155.13,2019-09-21,open,0,0,0,false
APP-000067-TRD-04,APP-000067,BORR-000080,APP-000067-LIA-04,installment_personal,Summit Education Lending,3349.90,0,103.42,2023-05-05,open,0,0,0,false
APP-000068-TRD-01,APP-000068,BORR-000081,APP-000068-LIA-01,auto_loan,Harborline Retail Credit,7854.53,0,188.05,2020-11-25,open,0,0,0,false
APP-000068-TRD-02,APP-000068,BORR-000081,APP-000068-LIA-02,student_loan,Sablefield Mortgage Servicing,10551.96,0,143.81,2021-04-25,open,0,0,0,false
APP-000068-TRD-03,APP-000068,BORR-000081,APP-000068-LIA-03,revolving_credit_card,Pinnacle Auto Finance,4424.67,15802.39,132.74,2019-03-13,open,0,0,0,false
APP-000068-TRD-04,APP-000068,BORR-000081,APP-000068-LIA-04,installment_personal,Pinnacle Auto Finance,2866.63,0,88.50,2018-07-28,open,0,0,0,false
APP-000069-TRD-01,APP-000069,BORR-000082,APP-000069-LIA-01,auto_loan,Sablefield Mortgage Servicing,9112.17,0,218.16,2024-10-02,open,0,0,0,false
APP-000069-TRD-02,APP-000069,BORR-000082,APP-000069-LIA-02,student_loan,Cascade Personal Loans,12241.04,0,166.83,2018-09-04,open,0,0,0,false
APP-000069-TRD-03,APP-000069,BORR-000082,APP-000069-LIA-03,revolving_credit_card,Pinnacle Auto Finance,5133.33,18333.32,154.00,2019-03-11,open,0,0,0,false
APP-000069-TRD-04,APP-000069,BORR-000082,APP-000069-LIA-04,installment_personal,Summit Education Lending,3325.29,0,102.66,2022-01-07,open,0,0,0,false
APP-000070-TRD-01,APP-000070,BORR-000083,APP-000070-LIA-01,auto_loan,Sablefield Mortgage Servicing,4651.73,0,111.37,2024-06-22,open,0,0,0,false
APP-000070-TRD-02,APP-000070,BORR-000083,APP-000070-LIA-02,student_loan,Sablefield Mortgage Servicing,6249.29,0,85.17,2019-01-28,open,0,0,0,false
APP-000070-TRD-03,APP-000070,BORR-000083,APP-000070-LIA-03,revolving_credit_card,Summit Education Lending,2620.67,9359.54,78.62,2019-05-09,open,0,0,0,false
APP-000070-TRD-04,APP-000070,BORR-000083,APP-000070-LIA-04,installment_personal,Summit Education Lending,1697.63,0,52.41,2022-04-18,open,0,0,0,false
APP-000071-TRD-01,APP-000071,BORR-000084,APP-000071-LIA-01,auto_loan,Cascade Personal Loans,13277.31,0,317.88,2018-05-06,open,0,0,0,false
APP-000071-TRD-02,APP-000071,BORR-000084,APP-000071-LIA-02,student_loan,Harborline Retail Credit,17835.84,0,243.08,2021-01-27,open,0,0,0,false
APP-000071-TRD-03,APP-000071,BORR-000084,APP-000071-LIA-03,revolving_credit_card,Pinnacle Auto Finance,7479.67,26713.11,224.39,2020-01-12,open,0,0,0,false
APP-000071-TRD-04,APP-000071,BORR-000084,APP-000071-LIA-04,installment_personal,Sablefield Mortgage Servicing,4845.41,0,149.59,2020-07-31,open,0,0,0,false
APP-000072-TRD-01,APP-000072,BORR-000086,APP-000072-LIA-01,auto_loan,Summit Education Lending,6302.00,0,150.88,2020-06-07,open,0,0,0,false
APP-000072-TRD-02,APP-000072,BORR-000086,APP-000072-LIA-02,student_loan,Summit Education Lending,8465.93,0,115.38,2024-06-30,open,0,0,0,false
APP-000072-TRD-03,APP-000072,BORR-000086,APP-000072-LIA-03,revolving_credit_card,Sablefield Mortgage Servicing,3550.00,12678.57,106.50,2022-11-11,open,0,0,0,false
APP-000072-TRD-04,APP-000072,BORR-000086,APP-000072-LIA-04,installment_personal,Sablefield Mortgage Servicing,2299.46,0,70.99,2019-05-31,open,0,0,0,false
APP-000073-TRD-01,APP-000073,BORR-000087,APP-000073-LIA-01,auto_loan,Pinnacle Auto Finance,15415.42,0,369.07,2023-02-01,open,0,0,0,false
APP-000073-TRD-02,APP-000073,BORR-000087,APP-000073-LIA-02,student_loan,Harborline Retail Credit,20708.44,0,282.23,2023-10-13,open,0,0,0,false
APP-000073-TRD-03,APP-000073,BORR-000087,APP-000073-LIA-03,revolving_credit_card,Cascade Personal Loans,8684.00,31014.29,260.52,2023-03-26,open,0,0,0,false
APP-000073-TRD-04,APP-000073,BORR-000087,APP-000073-LIA-04,installment_personal,Cascade Personal Loans,5625.39,0,173.67,2018-10-24,open,0,0,0,false
APP-000074-TRD-01,APP-000074,BORR-000089,APP-000074-LIA-01,auto_loan,Sablefield Mortgage Servicing,13022.10,0,311.77,2025-07-02,open,0,0,0,false
APP-000074-TRD-02,APP-000074,BORR-000089,APP-000074-LIA-02,student_loan,Harborline Retail Credit,17493.18,0,238.41,2024-07-23,open,0,0,0,false
APP-000074-TRD-03,APP-000074,BORR-000089,APP-000074-LIA-03,revolving_credit_card,Sablefield Mortgage Servicing,7335.67,26198.82,220.07,2018-03-30,open,0,0,0,false
APP-000074-TRD-04,APP-000074,BORR-000089,APP-000074-LIA-04,installment_personal,Harborline Retail Credit,4752.45,0,146.72,2018-04-29,open,0,0,0,false
APP-000075-TRD-01,APP-000075,BORR-000090,APP-000075-LIA-01,auto_loan,Harborline Retail Credit,3473.03,0,83.15,2022-02-14,open,0,0,0,false
APP-000075-TRD-02,APP-000075,BORR-000090,APP-000075-LIA-02,student_loan,Summit Education Lending,4665.14,0,63.58,2023-06-01,open,0,0,0,false
APP-000075-TRD-03,APP-000075,BORR-000090,APP-000075-LIA-03,revolving_credit_card,Summit Education Lending,1956.33,6986.89,58.69,2023-05-22,open,0,0,0,false
APP-000075-TRD-04,APP-000075,BORR-000090,APP-000075-LIA-04,installment_personal,Summit Education Lending,1267.47,0,39.13,2018-08-27,open,0,0,0,false
