extraction_id,document_id,application_id,field_name,extracted_value,page,extraction_confidence
APP-000014-DOC-14-EX-01,APP-000014-DOC-14,APP-000014,coverage_amount,304000.00,1,0.98
APP-000014-DOC-14-EX-02,APP-000014-DOC-14,APP-000014,annual_premium,1329.96,1,0.98
APP-000014-DOC-14-EX-03,APP-000014-DOC-14,APP-000014,effective_date,2026-09-02,1,0.98
APP-000014-DOC-15-EX-01,APP-000014-DOC-15,APP-000014,monthly_rent,2205.00,1,0.98
APP-000014-DOC-15-EX-02,APP-000014-DOC-15,APP-000014,lease_term_months,12,1,0.98
APP-000015-DOC-01-EX-01,APP-000015-DOC-01,APP-000015,application_id,APP-000015,1,0.98
APP-000015-DOC-01-EX-02,APP-000015-DOC-01,APP-000015,loan_purpose,purchase,1,0.98
APP-000015-DOC-01-EX-03,APP-000015-DOC-01,APP-000015,requested_loan_amount,384000.00,1,0.98
APP-000015-DOC-01-EX-04,APP-000015-DOC-01,APP-000015,occupancy_type,primary_residence,1,0.98
APP-000015-DOC-01-EX-05,APP-000015-DOC-01,APP-000015,declared_monthly_income,10925.00,1,0.98
APP-000015-DOC-02-EX-01,APP-000015-DOC-02,APP-000015,identity_verification_status,VERIFIED,1,0.98
APP-000015-DOC-02-EX-02,APP-000015-DOC-02,APP-000015,verified_name,Rosa Marchetti,1,0.98
APP-000015-DOC-02-EX-03,APP-000015-DOC-02,APP-000015,verified_date_of_birth,1970-08-12,1,0.98
APP-000015-DOC-03-EX-01,APP-000015-DOC-03,APP-000015,score_1,734,1,0.98
APP-000015-DOC-03-EX-02,APP-000015-DOC-03,APP-000015,score_2,742,1,0.98
APP-000015-DOC-03-EX-03,APP-000015-DOC-03,APP-000015,score_3,749,1,0.98
APP-000015-DOC-03-EX-04,APP-000015-DOC-03,APP-000015,report_date,2026-07-22,1,0.98
APP-000015-DOC-03-EX-05,APP-000015-DOC-03,APP-000015,recent_inquiries_90d,1,1,0.98
APP-000015-DOC-04-EX-01,APP-000015-DOC-04,APP-000015,employer_name,Thornhill Insurance Brokers,1,0.98
APP-000015-DOC-04-EX-02,APP-000015-DOC-04,APP-000015,pay_period_end,2026-08-01,1,0.98
APP-000015-DOC-04-EX-03,APP-000015-DOC-04,APP-000015,gross_per_period,2397.16,1,0.98
APP-000015-DOC-04-EX-04,APP-000015-DOC-04,APP-000015,ytd_gross,35957.40,1,0.98
APP-000015-DOC-04-EX-05,APP-000015-DOC-04,APP-000015,pay_frequency,bi_weekly,1,0.98
APP-000015-DOC-05-EX-01,APP-000015-DOC-05,APP-000015,tax_year,2025,1,0.98
APP-000015-DOC-05-EX-02,APP-000015-DOC-05,APP-000015,employer_name,Thornhill Insurance Brokers,1,0.98
APP-000015-DOC-05-EX-03,APP-000015-DOC-05,APP-000015,annual_wages,60144.78,1,0.98
APP-000015-DOC-06-EX-01,APP-000015-DOC-06,APP-000015,employer_name,Thornhill Insurance Brokers,1,0.98
APP-000015-DOC-06-EX-02,APP-000015-DOC-06,APP-000015,employment_start_date,2022-02-12,1,0.98
APP-000015-DOC-06-EX-03,APP-000015-DOC-06,APP-000015,employment_status,Current,1,0.98
APP-000015-DOC-06-EX-04,APP-000015-DOC-06,APP-000015,position,Claims Adjuster,1,0.98
APP-000015-DOC-07-EX-01,APP-000015-DOC-07,APP-000015,employer_name,Verity Loom Textiles,1,0.98
APP-000015-DOC-07-EX-02,APP-000015-DOC-07,APP-000015,pay_period_end,2026-08-01,1,0.98
APP-000015-DOC-07-EX-03,APP-000015-DOC-07,APP-000015,gross_per_period,1735.88,1,0.98
APP-000015-DOC-07-EX-04,APP-000015-DOC-07,APP-000015,ytd_gross,26038.20,1,0.98
APP-000015-DOC-07-EX-05,APP-000015-DOC-07,APP-000015,pay_frequency,bi_weekly,1,0.98
APP-000015-DOC-08-EX-01,APP-000015-DOC-08,APP-000015,tax_year,2025,1,0.98
APP-000015-DOC-08-EX-02,APP-000015-DOC-08,APP-000015,employer_name,Verity Loom Textiles,1,0.98
APP-000015-DOC-08-EX-03,APP-000015-DOC-08,APP-000015,annual_wages,43553.19,1,0.98
APP-000015-DOC-09-EX-01,APP-000015-DOC-09,APP-000015,employer_name,Verity Loom Textiles,1,0.98
APP-000015-DOC-09-EX-02,APP-000015-DOC-09,APP-000015,employment_start_date,2022-09-12,1,0.98
APP-000015-DOC-09-EX-03,APP-000015-DOC-09,APP-000015,employment_status,Current,1,0.98
APP-000015-DOC-09-EX-04,APP-000015-DOC-09,APP-000015,position,Quality Engineer,1,0.98
APP-000015-DOC-10-EX-01,APP-000015-DOC-10,APP-000015,institution,Northwind Community Bank,1,0.98
APP-000015-DOC-10-EX-02,APP-000015-DOC-10,APP-000015,account_masked,******0053,1,0.98
APP-000015-DOC-10-EX-03,APP-000015-DOC-10,APP-000015,closing_balance,39575.43,1,0.98
APP-000015-DOC-10-EX-04,APP-000015-DOC-10,APP-000015,statement_period_end,2026-08-03,1,0.98
APP-000015-DOC-11-EX-01,APP-000015-DOC-11,APP-000015,institution,Northwind Community Bank,1,0.98
APP-000015-DOC-11-EX-02,APP-000015-DOC-11,APP-000015,account_masked,******0054,1,0.98
APP-000015-DOC-11-EX-03,APP-000015-DOC-11,APP-000015,closing_balance,73497.22,1,0.98
APP-000015-DOC-11-EX-04,APP-000015-DOC-11,APP-000015,statement_period_end,2026-08-03,1,0.98
APP-000015-DOC-12-EX-01,APP-000015-DOC-12,APP-000015,verified_balance,6932.51,1,0.98
APP-000015-DOC-12-EX-02,APP-000015-DOC-12,APP-000015,asset_type,brokerage,1,0.98
APP-000015-DOC-13-EX-01,APP-000015-DOC-13,APP-000015,verified_balance,7394.68,1,0.98
APP-000015-DOC-13-EX-02,APP-000015-DOC-13,APP-000015,asset_type,retirement,1,0.98
APP-000015-DOC-14-EX-01,APP-000015-DOC-14,APP-000015,purchase_price,480000.00,1,0.98
APP-000015-DOC-14-EX-02,APP-000015-DOC-14,APP-000015,contract_date,2026-07-17,1,0.98
APP-000015-DOC-14-EX-03,APP-000015-DOC-14,APP-000015,earnest_money,4800.00,1,0.98
APP-000015-DOC-14-EX-04,APP-000015-DOC-14,APP-000015,seller_credits,0,1,0.98
APP-000015-DOC-15-EX-01,APP-000015-DOC-15,APP-000015,appraised_value,489600.00,1,0.98
APP-000015-DOC-15-EX-02,APP-000015-DOC-15,APP-000015,effective_date,2026-07-19,1,0.98
APP-000015-DOC-15-EX-03,APP-000015-DOC-15,APP-000015,condition_rating,C3,1,0.98
APP-000015-DOC-16-EX-01,APP-000015-DOC-16,APP-000015,lien_position,1,1,0.98
APP-000015-DOC-16-EX-02,APP-000015-DOC-16,APP-000015,exception_count,1,1,0.98
APP-000015-DOC-17-EX-01,APP-000015-DOC-17,APP-000015,coverage_amount,384000.00,1,0.98
APP-000015-DOC-17-EX-02,APP-000015-DOC-17,APP-000015,annual_premium,1680.00,1,0.98
APP-000015-DOC-17-EX-03,APP-000015-DOC-17,APP-000015,effective_date,2026-09-02,1,0.98
APP-000016-DOC-01-EX-01,APP-000016-DOC-01,APP-000016,application_id,APP-000016,1,0.98
APP-000016-DOC-01-EX-02,APP-000016-DOC-01,APP-000016,loan_purpose,purchase,1,0.98
APP-000016-DOC-01-EX-03,APP-000016-DOC-01,APP-000016,requested_loan_amount,424000.00,1,0.98
APP-000016-DOC-01-EX-04,APP-000016-DOC-01,APP-000016,occupancy_type,primary_residence,1,0.98
APP-000016-DOC-01-EX-05,APP-000016-DOC-01,APP-000016,declared_monthly_income,10925.00,1,0.98
APP-000016-DOC-02-EX-01,APP-000016-DOC-02,APP-000016,identity_verification_status,VERIFIED,1,0.98
APP-000016-DOC-02-EX-02,APP-000016-DOC-02,APP-000016,verified_name,Emeka Vasquez,1,0.98
APP-000016-DOC-02-EX-03,APP-000016-DOC-02,APP-000016,verified_date_of_birth,1988-10-27,1,0.98
APP-000016-DOC-03-EX-01,APP-000016-DOC-03,APP-000016,score_1,732,1,0.98
APP-000016-DOC-03-EX-02,APP-000016-DOC-03,APP-000016,score_2,742,1,0.98
APP-000016-DOC-03-EX-03,APP-000016-DOC-03,APP-000016,score_3,746,1,0.98
APP-000016-DOC-03-EX-04,APP-000016-DOC-03,APP-000016,report_date,2026-07-22,1,0.98
APP-000016-DOC-03-EX-05,APP-000016-DOC-03,APP-000016,recent_inquiries_90d,1,1,0.98
APP-000016-DOC-04-EX-01,APP-000016-DOC-04,APP-000016,employer_name,Thornhill Insurance Brokers,1,0.98
APP-000016-DOC-04-EX-02,APP-000016-DOC-04,APP-000016,pay_period_end,2026-08-01,1,0.98
APP-000016-DOC-04-EX-03,APP-000016-DOC-04,APP-000016,gross_per_period,5042.31,1,0.98
APP-000016-DOC-04-EX-04,APP-000016-DOC-04,APP-000016,ytd_gross,75634.65,1,0.98
APP-000016-DOC-04-EX-05,APP-000016-DOC-04,APP-000016,pay_frequency,bi_weekly,1,0.98
APP-000016-DOC-05-EX-01,APP-000016-DOC-05,APP-000016,tax_year,2025,1,0.98
APP-000016-DOC-05-EX-02,APP-000016-DOC-05,APP-000016,employer_name,Thornhill Insurance Brokers,1,0.98
APP-000016-DOC-05-EX-03,APP-000016-DOC-05,APP-000016,annual_wages,126511.50,1,0.98
APP-000016-DOC-06-EX-01,APP-000016-DOC-06,APP-000016,employer_name,Thornhill Insurance Brokers,1,0.98
APP-000016-DOC-06-EX-02,APP-000016-DOC-06,APP-000016,employment_start_date,2026-08-12,1,0.98
APP-000016-DOC-06-EX-03,APP-000016-DOC-06,APP-000016,employment_status,Current,1,0.98
APP-000016-DOC-06-EX-04,APP-000016-DOC-06,APP-000016,position,Broker,1,0.98
APP-000016-DOC-07-EX-01,APP-000016-DOC-07,APP-000016,institution,Sablefield Trust,1,0.98
APP-000016-DOC-07-EX-02,APP-000016-DOC-07,APP-000016,account_masked,******0057,1,0.98
APP-000016-DOC-07-EX-03,APP-000016-DOC-07,APP-000016,closing_balance,42175.44,1,0.98
APP-000016-DOC-07-EX-04,APP-000016-DOC-07,APP-000016,statement_period_end,2026-08-03,1,0.98
APP-000016-DOC-08-EX-01,APP-000016-DOC-08,APP-000016,institution,Sablefield Trust,1,0.98
APP-000016-DOC-08-EX-02,APP-000016-DOC-08,APP-000016,account_masked,******0058,1,0.98
APP-000016-DOC-08-EX-03,APP-000016-DOC-08,APP-000016,closing_balance,78325.83,1,0.98
APP-000016-DOC-08-EX-04,APP-000016-DOC-08,APP-000016,statement_period_end,2026-08-03,1,0.98
APP-000016-DOC-09-EX-01,APP-000016-DOC-09,APP-000016,verified_balance,11880.04,1,0.98
APP-000016-DOC-09-EX-02,APP-000016-DOC-09,APP-000016,asset_type,brokerage,1,0.98
APP-000016-DOC-10-EX-01,APP-000016-DOC-10,APP-000016,verified_balance,12672.03,1,0.98
APP-000016-DOC-10-EX-02,APP-000016-DOC-10,APP-000016,asset_type,retirement,1,0.98
APP-000016-DOC-11-EX-01,APP-000016-DOC-11,APP-000016,purchase_price,530000.00,1,0.98
APP-000016-DOC-11-EX-02,APP-000016-DOC-11,APP-000016,contract_date,2026-07-17,1,0.98
APP-000016-DOC-11-EX-03,APP-000016-DOC-11,APP-000016,earnest_money,5300.00,1,0.98
APP-000016-DOC-11-EX-04,APP-000016-DOC-11,APP-000016,seller_credits,10600.00,1,0.98
APP-000016-DOC-12-EX-01,APP-000016-DOC-12,APP-000016,appraised_value,540600.00,1,0.98
APP-000016-DOC-12-EX-02,APP-000016-DOC-12,APP-000016,effective_date,2026-07-19,1,0.98
APP-000016-DOC-12-EX-03,APP-000016-DOC-12,APP-000016,condition_rating,C3,1,0.98
APP-000016-DOC-13-EX-01,APP-000016-DOC-13,APP-000016,lien_position,1,1,0.98
APP-000016-DOC-13-EX-02,APP-000016-DOC-13,APP-000016,exception_count,1,1,0.98
APP-000016-DOC-14-EX-01,APP-000016-DOC-14,APP-000016,coverage_amount,424000.00,1,0.98
APP-000016-DOC-14-EX-02,APP-000016-DOC-14,APP-000016,annual_premium,1854.96,1,0.98
APP-000016-DOC-14-EX-03,APP-000016-DOC-14,APP-000016,effective_date,2026-09-02,1,0.98
APP-000016-DOC-15-EX-01,APP-000016-DOC-15,APP-000016,applicant_statement,provided,1,0.98
APP-000016-DOC-16-EX-01,APP-000016-DOC-16,APP-000016,open_condition_count,1,1,0.98
APP-000017-DOC-01-EX-01,APP-000017-DOC-01,APP-000017,application_id,APP-000017,1,0.98
APP-000017-DOC-01-EX-02,APP-000017-DOC-01,APP-000017,loan_purpose,purchase,1,0.98
APP-000017-DOC-01-EX-03,APP-000017-DOC-01,APP-000017,requested_loan_amount,986400.00,1,0.98
APP-000017-DOC-01-EX-04,APP-000017-DOC-01,APP-000017,occupancy_type,primary_residence,1,0.98
APP-000017-DOC-01-EX-05,APP-000017-DOC-01,APP-000017,declared_monthly_income,29275.00,1,0.98
APP-000017-DOC-02-EX-01,APP-000017-DOC-02,APP-000017,identity_verification_status,VERIFIED,1,0.98
APP-000017-DOC-02-EX-02,APP-000017-DOC-02,APP-000017,verified_name,Ruth Lindstrom,1,0.98
APP-000017-DOC-02-EX-03,APP-000017-DOC-02,APP-000017,verified_date_of_birth,1989-02-10,1,0.98
APP-000017-DOC-03-EX-01,APP-000017-DOC-03,APP-000017,score_1,763,1,0.98
APP-000017-DOC-03-EX-02,APP-000017-DOC-03,APP-000017,score_2,768,1,0.98
APP-000017-DOC-03-EX-03,APP-000017-DOC-03,APP-000017,score_3,778,1,0.98
APP-000017-DOC-03-EX-04,APP-000017-DOC-03,APP-000017,report_date,2026-07-22,1,0.98
APP-000017-DOC-03-EX-05,APP-000017-DOC-03,APP-000017,recent_inquiries_90d,1,1,0.98
APP-000017-DOC-04-EX-01,APP-000017-DOC-04,APP-000017,employer_name,Sable Ridge Software,1,0.98
APP-000017-DOC-04-EX-02,APP-000017-DOC-04,APP-000017,pay_period_end,2026-08-01,1,0.98
APP-000017-DOC-04-EX-03,APP-000017-DOC-04,APP-000017,gross_per_period,13511.54,1,0.98
APP-000017-DOC-04-EX-04,APP-000017-DOC-04,APP-000017,ytd_gross,202673.10,1,0.98
APP-000017-DOC-04-EX-05,APP-000017-DOC-04,APP-000017,pay_frequency,bi_weekly,1,0.98
APP-000017-DOC-05-EX-01,APP-000017-DOC-05,APP-000017,tax_year,2025,1,0.98
APP-000017-DOC-05-EX-02,APP-000017-DOC-05,APP-000017,employer_name,Sable Ridge Software,1,0.98
APP-000017-DOC-05-EX-03,APP-000017-DOC-05,APP-000017,annual_wages,339004.50,1,0.98
APP-000017-DOC-06-EX-01,APP-000017-DOC-06,APP-000017,employer_name,Sable Ridge Software,1,0.98
APP-000017-DOC-06-EX-02,APP-000017-DOC-06,APP-000017,employment_start_date,2022-02-12,1,0.98
APP-000017-DOC-06-EX-03,APP-000017-DOC-06,APP-000017,employment_status,Current,1,0.98
APP-000017-DOC-06-EX-04,APP-000017-DOC-06,APP-000017,position,Systems Analyst,1,0.98
APP-000017-DOC-07-EX-01,APP-000017-DOC-07,APP-000017,institution,Sablefield Trust,1,0.98
APP-000017-DOC-07-EX-02,APP-000017-DOC-07,APP-000017,account_masked,******0061,1,0.98
APP-000017-DOC-07-EX-03,APP-000017-DOC-07,APP-000017,closing_balance,147519.39,1,0.98
APP-000017-DOC-07-EX-04,APP-000017-DOC-07,APP-000017,statement_period_end,2026-08-03,1,0.98
APP-000017-DOC-08-EX-01,APP-000017-DOC-08,APP-000017,institution,Sablefield Trust,1,0.98
APP-000017-DOC-08-EX-02,APP-000017-DOC-08,APP-000017,account_masked,******0062,1,0.98
APP-000017-DOC-08-EX-03,APP-000017-DOC-08,APP-000017,closing_balance,273964.58,1,0.98
APP-000017-DOC-08-EX-04,APP-000017-DOC-08,APP-000017,statement_period_end,2026-08-03,1,0.98
APP-000017-DOC-09-EX-01,APP-000017-DOC-09,APP-000017,verified_balance,31837.84,1,0.98
APP-000017-DOC-09-EX-02,APP-000017-DOC-09,APP-000017,asset_type,brokerage,1,0.98
APP-000017-DOC-10-EX-01,APP-000017-DOC-10,APP-000017,verified_balance,33960.37,1,0.98
APP-000017-DOC-10-EX-02,APP-000017-DOC-10,APP-000017,asset_type,retirement,1,0.98
APP-000017-DOC-11-EX-01,APP-000017-DOC-11,APP-000017,purchase_price,1370000.00,1,0.98
APP-000017-DOC-11-EX-02,APP-000017-DOC-11,APP-000017,contract_date,2026-07-17,1,0.98
APP-000017-DOC-11-EX-03,APP-000017-DOC-11,APP-000017,earnest_money,13700.00,1,0.98
APP-000017-DOC-11-EX-04,APP-000017-DOC-11,APP-000017,seller_credits,27400.00,1,0.98
APP-000017-DOC-12-EX-01,APP-000017-DOC-12,APP-000017,appraised_value,1397400.00,1,0.98
APP-000017-DOC-12-EX-02,APP-000017-DOC-12,APP-000017,effective_date,2026-07-19,1,0.98
APP-000017-DOC-12-EX-03,APP-000017-DOC-12,APP-000017,condition_rating,C3,1,0.98
APP-000017-DOC-13-EX-01,APP-000017-DOC-13,APP-000017,lien_position,1,1,0.98
APP-000017-DOC-13-EX-02,APP-000017-DOC-13,APP-000017,exception_count,1,1,0.98
APP-000017-DOC-14-EX-01,APP-000017-DOC-14,APP-000017,coverage_amount,986400.00,1,0.98
APP-000017-DOC-14-EX-02,APP-000017-DOC-14,APP-000017,annual_premium,4794.96,1,0.98
APP-000017-DOC-14-EX-03,APP-000017-DOC-14,APP-000017,effective_date,2026-09-02,1,0.98
APP-000018-DOC-01-EX-01,APP-000018-DOC-01,APP-000018,application_id,APP-000018,1,0.98
APP-000018-DOC-01-EX-02,APP-000018-DOC-01,APP-000018,loan_purpose,purchase,1,0.98
APP-000018-DOC-01-EX-03,APP-000018-DOC-01,APP-000018,requested_loan_amount,1645000.00,1,0.98
APP-000018-DOC-01-EX-04,APP-000018-DOC-01,APP-000018,occupancy_type,primary_residence,1,0.98
APP-000018-DOC-01-EX-05,APP-000018-DOC-01,APP-000018,declared_monthly_income,44991.67,1,0.98
APP-000018-DOC-02-EX-01,APP-000018-DOC-02,APP-000018,identity_verification_status,VERIFIED,1,0.98
APP-000018-DOC-02-EX-02,APP-000018-DOC-02,APP-000018,verified_name,Isaac Quintero,1,0.98
APP-000018-DOC-02-EX-03,APP-000018-DOC-02,APP-000018,verified_date_of_birth,1974-08-26,1,0.98
APP-000018-DOC-03-EX-01,APP-000018-DOC-03,APP-000018,score_1,780,1,0.98
APP-000018-DOC-03-EX-02,APP-000018-DOC-03,APP-000018,score_2,784,1,0.98
APP-000018-DOC-03-EX-03,APP-000018-DOC-03,APP-000018,score_3,791,1,0.98
APP-000018-DOC-03-EX-04,APP-000018-DOC-03,APP-000018,report_date,2026-08-14,1,0.98
APP-000018-DOC-03-EX-05,APP-000018-DOC-03,APP-000018,recent_inquiries_90d,1,1,0.98
APP-000018-DOC-04-EX-01,APP-000018-DOC-04,APP-000018,employer_name,Northgate Public Schools,1,0.98
APP-000018-DOC-04-EX-02,APP-000018-DOC-04,APP-000018,pay_period_end,2026-08-24,1,0.98
APP-000018-DOC-04-EX-03,APP-000018-DOC-04,APP-000018,gross_per_period,20765.39,1,0.98
APP-000018-DOC-04-EX-04,APP-000018-DOC-04,APP-000018,ytd_gross,332246.24,1,0.98
APP-000018-DOC-04-EX-05,APP-000018-DOC-04,APP-000018,pay_frequency,bi_weekly,1,0.98
APP-000018-DOC-05-EX-01,APP-000018-DOC-05,APP-000018,tax_year,2025,1,0.98
APP-000018-DOC-05-EX-02,APP-000018-DOC-05,APP-000018,employer_name,Northgate Public Schools,1,0.98
APP-000018-DOC-05-EX-03,APP-000018-DOC-05,APP-000018,annual_wages,521003.54,1,0.98
APP-000018-DOC-06-EX-01,APP-000018-DOC-06,APP-000018,employer_name,Northgate Public Schools,1,0.98
APP-000018-DOC-06-EX-02,APP-000018-DOC-06,APP-000018,employment_start_date,2022-03-04,1,0.98
APP-000018-DOC-06-EX-03,APP-000018-DOC-06,APP-000018,employment_status,Current,1,0.98
APP-000018-DOC-06-EX-04,APP-000018-DOC-06,APP-000018,position,Classroom Teacher,1,0.98
APP-000018-DOC-07-EX-01,APP-000018-DOC-07,APP-000018,institution,Sablefield Trust,1,0.98
APP-000018-DOC-07-EX-02,APP-000018-DOC-07,APP-000018,account_masked,******0065,1,0.98
APP-000018-DOC-07-EX-03,APP-000018-DOC-07,APP-000018,closing_balance,285477.14,1,0.98
APP-000018-DOC-07-EX-04,APP-000018-DOC-07,APP-000018,statement_period_end,2026-08-26,1,0.98
APP-000018-DOC-08-EX-01,APP-000018-DOC-08,APP-000018,institution,Sablefield Trust,1,0.98
APP-000018-DOC-08-EX-02,APP-000018-DOC-08,APP-000018,account_masked,******0066,1,0.98
APP-000018-DOC-08-EX-03,APP-000018-DOC-08,APP-000018,closing_balance,530171.84,1,0.98
APP-000018-DOC-08-EX-04,APP-000018-DOC-08,APP-000018,statement_period_end,2026-08-26,1,0.98
APP-000018-DOC-09-EX-01,APP-000018-DOC-09,APP-000018,verified_balance,57082.43,1,0.98
APP-000018-DOC-09-EX-02,APP-000018-DOC-09,APP-000018,asset_type,brokerage,1,0.98
APP-000018-DOC-10-EX-01,APP-000018-DOC-10,APP-000018,verified_balance,60887.92,1,0.98
APP-000018-DOC-10-EX-02,APP-000018-DOC-10,APP-000018,asset_type,retirement,1,0.98
APP-000018-DOC-11-EX-01,APP-000018-DOC-11,APP-000018,purchase_price,2350000.00,1,0.98
APP-000018-DOC-11-EX-02,APP-000018-DOC-11,APP-000018,contract_date,2026-08-09,1,0.98
APP-000018-DOC-11-EX-03,APP-000018-DOC-11,APP-000018,earnest_money,23500.00,1,0.98
APP-000018-DOC-11-EX-04,APP-000018-DOC-11,APP-000018,seller_credits,0,1,0.98
APP-000018-DOC-12-EX-01,APP-000018-DOC-12,APP-000018,appraised_value,2397000.00,1,0.98
APP-000018-DOC-12-EX-02,APP-000018-DOC-12,APP-000018,effective_date,2026-08-11,1,0.98
APP-000018-DOC-12-EX-03,APP-000018-DOC-12,APP-000018,condition_rating,C3,1,0.98
APP-000018-DOC-13-EX-01,APP-000018-DOC-13,APP-000018,lien_position,1,1,0.98
APP-000018-DOC-13-EX-02,APP-000018-DOC-13,APP-000018,exception_count,1,1,0.98
APP-000018-DOC-14-EX-01,APP-000018-DOC-14,APP-000018,coverage_amount,1645000.00,1,0.98
APP-000018-DOC-14-EX-02,APP-000018-DOC-14,APP-000018,annual_premium,8225.04,1,0.98
APP-000018-DOC-14-EX-03,APP-000018-DOC-14,APP-000018,effective_date,2026-09-25,1,0.98
APP-000019-DOC-01-EX-01,APP-000019-DOC-01,APP-000019,application_id,APP-000019,1,0.98
APP-000019-DOC-01-EX-02,APP-000019-DOC-01,APP-000019,loan_purpose,purchase,1,0.98
APP-000019-DOC-01-EX-03,APP-000019-DOC-01,APP-000019,requested_loan_amount,193000.00,1,0.98
APP-000019-DOC-01-EX-04,APP-000019-DOC-01,APP-000019,occupancy_type,primary_residence,1,0.98
APP-000019-DOC-01-EX-05,APP-000019-DOC-01,APP-000019,declared_monthly_income,5275.00,1,0.98
APP-000019-DOC-02-EX-01,APP-000019-DOC-02,APP-000019,identity_verification_status,VERIFIED,1,0.98
APP-000019-DOC-02-EX-02,APP-000019-DOC-02,APP-000019,verified_name,Winona Underhill,1,0.98
APP-000019-DOC-02-EX-03,APP-000019-DOC-02,APP-000019,verified_date_of_birth,1976-08-28,1,0.98
APP-000019-DOC-03-EX-01,APP-000019-DOC-03,APP-000019,score_1,633,1,0.98
APP-000019-DOC-03-EX-02,APP-000019-DOC-03,APP-000019,score_2,642,1,0.98
APP-000019-DOC-03-EX-03,APP-000019-DOC-03,APP-000019,score_3,654,1,0.98
APP-000019-DOC-03-EX-04,APP-000019-DOC-03,APP-000019,report_date,2026-07-22,1,0.98
APP-000019-DOC-03-EX-05,APP-000019-DOC-03,APP-000019,recent_inquiries_90d,1,1,0.98
APP-000019-DOC-04-EX-01,APP-000019-DOC-04,APP-000019,employer_name,Harborline Logistics,1,0.98
APP-000019-DOC-04-EX-02,APP-000019-DOC-04,APP-000019,pay_period_end,2026-08-01,1,0.98
APP-000019-DOC-04-EX-03,APP-000019-DOC-04,APP-000019,gross_per_period,1412.08,1,0.98
APP-000019-DOC-04-EX-04,APP-000019-DOC-04,APP-000019,ytd_gross,21181.20,1,0.98
APP-000019-DOC-04-EX-05,APP-000019-DOC-04,APP-000019,pay_frequency,bi_weekly,1,0.98
APP-000019-DOC-05-EX-01,APP-000019-DOC-05,APP-000019,tax_year,2025,1,0.98
APP-000019-DOC-05-EX-02,APP-000019-DOC-05,APP-000019,employer_name,Harborline Logistics,1,0.98
APP-000019-DOC-05-EX-03,APP-000019-DOC-05,APP-000019,annual_wages,35429.01,1,0.98
APP-000019-DOC-06-EX-01,APP-000019-DOC-06,APP-000019,employer_name,Harborline Logistics,1,0.98
APP-000019-DOC-06-EX-02,APP-000019-DOC-06,APP-000019,employment_start_date,2022-02-12,1,0.98
APP-000019-DOC-06-EX-03,APP-000019-DOC-06,APP-000019,employment_status,Current,1,0.98
APP-000019-DOC-06-EX-04,APP-000019-DOC-06,APP-000019,position,Warehouse Planner,1,0.98
APP-000019-DOC-07-EX-01,APP-000019-DOC-07,APP-000019,employer_name,Grayson Municipal Authority,1,0.98
APP-000019-DOC-07-EX-02,APP-000019-DOC-07,APP-000019,pay_period_end,2026-08-01,1,0.98
APP-000019-DOC-07-EX-03,APP-000019-DOC-07,APP-000019,gross_per_period,1022.54,1,0.98
APP-000019-DOC-07-EX-04,APP-000019-DOC-07,APP-000019,ytd_gross,15338.10,1,0.98
APP-000019-DOC-07-EX-05,APP-000019-DOC-07,APP-000019,pay_frequency,bi_weekly,1,0.98
APP-000019-DOC-08-EX-01,APP-000019-DOC-08,APP-000019,tax_year,2025,1,0.98
APP-000019-DOC-08-EX-02,APP-000019-DOC-08,APP-000019,employer_name,Grayson Municipal Authority,1,0.98
APP-000019-DOC-08-EX-03,APP-000019-DOC-08,APP-000019,annual_wages,25655.49,1,0.98
APP-000019-DOC-09-EX-01,APP-000019-DOC-09,APP-000019,employer_name,Grayson Municipal Authority,1,0.98
APP-000019-DOC-09-EX-02,APP-000019-DOC-09,APP-000019,employment_start_date,2022-09-12,1,0.98
APP-000019-DOC-09-EX-03,APP-000019-DOC-09,APP-000019,employment_status,Current,1,0.98
APP-000019-DOC-09-EX-04,APP-000019-DOC-09,APP-000019,position,Inspector,1,0.98
APP-000019-DOC-10-EX-01,APP-000019-DOC-10,APP-000019,institution,Northwind Community Bank,1,0.98
APP-000019-DOC-10-EX-02,APP-000019-DOC-10,APP-000019,account_masked,******0069,1,0.98
APP-000019-DOC-10-EX-03,APP-000019-DOC-10,APP-000019,closing_balance,4497.04,1,0.98
APP-000019-DOC-10-EX-04,APP-000019-DOC-10,APP-000019,statement_period_end,2026-08-03,1,0.98
APP-000019-DOC-11-EX-01,APP-000019-DOC-11,APP-000019,institution,Northwind Community Bank,1,0.98
APP-000019-DOC-11-EX-02,APP-000019-DOC-11,APP-000019,account_masked,******0070,1,0.98
APP-000019-DOC-11-EX-03,APP-000019-DOC-11,APP-000019,closing_balance,8351.65,1,0.98
APP-000019-DOC-11-EX-04,APP-000019-DOC-11,APP-000019,statement_period_end,2026-08-03,1,0.98
APP-000019-DOC-12-EX-01,APP-000019-DOC-12,APP-000019,verified_balance,1435.01,1,0.98
APP-000019-DOC-12-EX-02,APP-000019-DOC-12,APP-000019,asset_type,brokerage,1,0.98
APP-000019-DOC-13-EX-01,APP-000019-DOC-13,APP-000019,verified_balance,1530.68,1,0.98
APP-000019-DOC-13-EX-02,APP-000019-DOC-13,APP-000019,asset_type,retirement,1,0.98
APP-000019-DOC-14-EX-01,APP-000019-DOC-14,APP-000019,purchase_price,200000.00,1,0.98
