verification_id,application_id,borrower_id,category,provider,requested_date,completed_date,result,rule_id
APP-000041-VER-3,APP-000041,BORR-000049,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000041-VER-4,APP-000041,BORR-000049,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000041-VER-5,APP-000041,BORR-000049,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000042-VER-1,APP-000042,BORR-000050,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000042-VER-2,APP-000042,BORR-000050,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000042-VER-3,APP-000042,BORR-000050,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000042-VER-4,APP-000042,BORR-000050,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000042-VER-5,APP-000042,BORR-000050,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000043-VER-1,APP-000043,BORR-000051,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000043-VER-2,APP-000043,BORR-000051,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000043-VER-3,APP-000043,BORR-000051,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000043-VER-4,APP-000043,BORR-000051,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000043-VER-5,APP-000043,BORR-000051,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000044-VER-1,APP-000044,BORR-000052,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,REFERRED,KYC-IDV-001
APP-000044-VER-2,APP-000044,BORR-000052,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000044-VER-3,APP-000044,BORR-000052,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000044-VER-4,APP-000044,BORR-000052,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000044-VER-5,APP-000044,BORR-000052,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000045-VER-1,APP-000045,BORR-000053,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000045-VER-2,APP-000045,BORR-000053,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000045-VER-3,APP-000045,BORR-000053,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000045-VER-4,APP-000045,BORR-000053,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000045-VER-5,APP-000045,BORR-000053,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000046-VER-1,APP-000046,BORR-000055,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000046-VER-2,APP-000046,BORR-000055,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000046-VER-3,APP-000046,BORR-000055,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000046-VER-4,APP-000046,BORR-000055,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000046-VER-5,APP-000046,BORR-000055,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000047-VER-1,APP-000047,BORR-000056,identity,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,KYC-IDV-001
APP-000047-VER-2,APP-000047,BORR-000056,employment,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,EMP-VER-001
APP-000047-VER-3,APP-000047,BORR-000056,income,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,INC-GEN-001
APP-000047-VER-4,APP-000047,BORR-000056,assets,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,AST-ELG-001
APP-000047-VER-5,APP-000047,BORR-000056,flood_determination,SYNTH-VERIFY,2026-08-23,2026-08-27,AE,PRP-ELG-004
APP-000048-VER-1,APP-000048,BORR-000058,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000048-VER-2,APP-000048,BORR-000058,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000048-VER-3,APP-000048,BORR-000058,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000048-VER-4,APP-000048,BORR-000058,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000048-VER-5,APP-000048,BORR-000058,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,AE,PRP-ELG-004
APP-000049-VER-1,APP-000049,BORR-000059,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000049-VER-2,APP-000049,BORR-000059,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000049-VER-3,APP-000049,BORR-000059,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000049-VER-4,APP-000049,BORR-000059,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000049-VER-5,APP-000049,BORR-000059,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000050-VER-1,APP-000050,BORR-000060,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000050-VER-2,APP-000050,BORR-000060,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000050-VER-3,APP-000050,BORR-000060,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000050-VER-4,APP-000050,BORR-000060,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000050-VER-5,APP-000050,BORR-000060,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000051-VER-1,APP-000051,BORR-000062,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000051-VER-2,APP-000051,BORR-000062,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000051-VER-3,APP-000051,BORR-000062,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000051-VER-4,APP-000051,BORR-000062,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000051-VER-5,APP-000051,BORR-000062,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000052-VER-1,APP-000052,BORR-000063,identity,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,KYC-IDV-001
APP-000052-VER-2,APP-000052,BORR-000063,employment,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,EMP-VER-001
APP-000052-VER-3,APP-000052,BORR-000063,income,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,INC-GEN-001
APP-000052-VER-4,APP-000052,BORR-000063,assets,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,AST-ELG-001
APP-000052-VER-5,APP-000052,BORR-000063,flood_determination,SYNTH-VERIFY,2026-08-23,2026-08-27,X,PRP-ELG-004
APP-000053-VER-1,APP-000053,BORR-000064,identity,SYNTH-VERIFY,2026-06-13,2026-06-17,VERIFIED,KYC-IDV-001
APP-000053-VER-2,APP-000053,BORR-000064,employment,SYNTH-VERIFY,2026-06-13,2026-06-17,VERIFIED,EMP-VER-001
APP-000053-VER-3,APP-000053,BORR-000064,income,SYNTH-VERIFY,2026-06-13,2026-06-17,VERIFIED,INC-GEN-001
APP-000053-VER-4,APP-000053,BORR-000064,assets,SYNTH-VERIFY,2026-06-13,2026-06-17,VERIFIED,AST-ELG-001
APP-000053-VER-5,APP-000053,BORR-000064,flood_determination,SYNTH-VERIFY,2026-06-13,2026-06-17,X,PRP-ELG-004
APP-000054-VER-1,APP-000054,BORR-000065,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000054-VER-2,APP-000054,BORR-000065,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000054-VER-3,APP-000054,BORR-000065,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000054-VER-4,APP-000054,BORR-000065,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000054-VER-5,APP-000054,BORR-000065,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000055-VER-1,APP-000055,BORR-000066,identity,SYNTH-VERIFY,2026-06-13,2026-06-17,VERIFIED,KYC-IDV-001
APP-000055-VER-2,APP-000055,BORR-000066,employment,SYNTH-VERIFY,2026-06-13,2026-06-17,VERIFIED,EMP-VER-001
APP-000055-VER-3,APP-000055,BORR-000066,income,SYNTH-VERIFY,2026-06-13,2026-06-17,VERIFIED,INC-GEN-001
APP-000055-VER-4,APP-000055,BORR-000066,assets,SYNTH-VERIFY,2026-06-13,2026-06-17,VERIFIED,AST-ELG-001
APP-000055-VER-5,APP-000055,BORR-000066,flood_determination,SYNTH-VERIFY,2026-06-13,2026-06-17,X,PRP-ELG-004
APP-000056-VER-1,APP-000056,BORR-000067,identity,SYNTH-VERIFY,2026-06-26,2026-06-30,VERIFIED,KYC-IDV-001
APP-000056-VER-2,APP-000056,BORR-000067,employment,SYNTH-VERIFY,2026-06-26,2026-06-30,VERIFIED,EMP-VER-001
APP-000056-VER-3,APP-000056,BORR-000067,income,SYNTH-VERIFY,2026-06-26,2026-06-30,VERIFIED,INC-GEN-001
APP-000056-VER-4,APP-000056,BORR-000067,assets,SYNTH-VERIFY,2026-06-26,2026-06-30,VERIFIED,AST-ELG-001
APP-000056-VER-5,APP-000056,BORR-000067,flood_determination,SYNTH-VERIFY,2026-06-26,2026-06-30,X,PRP-ELG-004
APP-000057-VER-1,APP-000057,BORR-000068,identity,SYNTH-VERIFY,2026-06-26,2026-06-30,VERIFIED,KYC-IDV-001
APP-000057-VER-2,APP-000057,BORR-000068,employment,SYNTH-VERIFY,2026-06-26,2026-06-30,VERIFIED,EMP-VER-001
APP-000057-VER-3,APP-000057,BORR-000068,income,SYNTH-VERIFY,2026-06-26,2026-06-30,VERIFIED,INC-GEN-001
APP-000057-VER-4,APP-000057,BORR-000068,assets,SYNTH-VERIFY,2026-06-26,2026-06-30,VERIFIED,AST-ELG-001
APP-000057-VER-5,APP-000057,BORR-000068,flood_determination,SYNTH-VERIFY,2026-06-26,2026-06-30,X,PRP-ELG-004
APP-000058-VER-1,APP-000058,BORR-000070,identity,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,KYC-IDV-001
APP-000058-VER-2,APP-000058,BORR-000070,employment,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,EMP-VER-001
APP-000058-VER-3,APP-000058,BORR-000070,income,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,INC-GEN-001
APP-000058-VER-4,APP-000058,BORR-000070,assets,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,AST-ELG-001
APP-000058-VER-5,APP-000058,BORR-000070,flood_determination,SYNTH-VERIFY,2026-08-23,2026-08-27,X,PRP-ELG-004
APP-000059-VER-1,APP-000059,BORR-000071,identity,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,KYC-IDV-001
APP-000059-VER-2,APP-000059,BORR-000071,employment,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,EMP-VER-001
APP-000059-VER-3,APP-000059,BORR-000071,income,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,INC-GEN-001
APP-000059-VER-4,APP-000059,BORR-000071,assets,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,AST-ELG-001
APP-000059-VER-5,APP-000059,BORR-000071,flood_determination,SYNTH-VERIFY,2026-08-23,2026-08-27,X,PRP-ELG-004
APP-000060-VER-1,APP-000060,BORR-000072,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000060-VER-2,APP-000060,BORR-000072,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000060-VER-3,APP-000060,BORR-000072,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000060-VER-4,APP-000060,BORR-000072,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000060-VER-5,APP-000060,BORR-000072,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000061-VER-1,APP-000061,BORR-000073,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000061-VER-2,APP-000061,BORR-000073,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000061-VER-3,APP-000061,BORR-000073,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000061-VER-4,APP-000061,BORR-000073,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000061-VER-5,APP-000061,BORR-000073,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000062-VER-1,APP-000062,BORR-000075,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000062-VER-2,APP-000062,BORR-000075,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000062-VER-3,APP-000062,BORR-000075,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000062-VER-4,APP-000062,BORR-000075,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000062-VER-5,APP-000062,BORR-000075,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000063-VER-1,APP-000063,BORR-000001,identity,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,KYC-IDV-001
APP-000063-VER-2,APP-000063,BORR-000001,employment,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,EMP-VER-001
APP-000063-VER-3,APP-000063,BORR-000001,income,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,INC-GEN-001
APP-000063-VER-4,APP-000063,BORR-000001,assets,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,AST-ELG-001
APP-000063-VER-5,APP-000063,BORR-000001,flood_determination,SYNTH-VERIFY,2026-08-23,2026-08-27,X,PRP-ELG-004
APP-000064-VER-1,APP-000064,BORR-000011,identity,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,KYC-IDV-001
APP-000064-VER-2,APP-000064,BORR-000011,employment,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,EMP-VER-001
APP-000064-VER-3,APP-000064,BORR-000011,income,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,INC-GEN-001
APP-000064-VER-4,APP-000064,BORR-000011,assets,SYNTH-VERIFY,2026-08-23,2026-08-27,VERIFIED,AST-ELG-001
APP-000064-VER-5,APP-000064,BORR-000011,flood_determination,SYNTH-VERIFY,2026-08-23,2026-08-27,X,PRP-ELG-004
APP-000065-VER-1,APP-000065,BORR-000077,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000065-VER-2,APP-000065,BORR-000077,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000065-VER-3,APP-000065,BORR-000077,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000065-VER-4,APP-000065,BORR-000077,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000065-VER-5,APP-000065,BORR-000077,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000066-VER-1,APP-000066,BORR-000079,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000066-VER-2,APP-000066,BORR-000079,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000066-VER-3,APP-000066,BORR-000079,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000066-VER-4,APP-000066,BORR-000079,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000066-VER-5,APP-000066,BORR-000079,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000067-VER-1,APP-000067,BORR-000080,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000067-VER-2,APP-000067,BORR-000080,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000067-VER-3,APP-000067,BORR-000080,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000067-VER-4,APP-000067,BORR-000080,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000067-VER-5,APP-000067,BORR-000080,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000068-VER-1,APP-000068,BORR-000081,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000068-VER-2,APP-000068,BORR-000081,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000068-VER-3,APP-000068,BORR-000081,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000068-VER-4,APP-000068,BORR-000081,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000068-VER-5,APP-000068,BORR-000081,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000069-VER-1,APP-000069,BORR-000082,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000069-VER-2,APP-000069,BORR-000082,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000069-VER-3,APP-000069,BORR-000082,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000069-VER-4,APP-000069,BORR-000082,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000069-VER-5,APP-000069,BORR-000082,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000070-VER-1,APP-000070,BORR-000083,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000070-VER-2,APP-000070,BORR-000083,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000070-VER-3,APP-000070,BORR-000083,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000070-VER-4,APP-000070,BORR-000083,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000070-VER-5,APP-000070,BORR-000083,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000071-VER-1,APP-000071,BORR-000084,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000071-VER-2,APP-000071,BORR-000084,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000071-VER-3,APP-000071,BORR-000084,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000071-VER-4,APP-000071,BORR-000084,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000071-VER-5,APP-000071,BORR-000084,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000072-VER-1,APP-000072,BORR-000086,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000072-VER-2,APP-000072,BORR-000086,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000072-VER-3,APP-000072,BORR-000086,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000072-VER-4,APP-000072,BORR-000086,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000072-VER-5,APP-000072,BORR-000086,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000073-VER-1,APP-000073,BORR-000087,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000073-VER-2,APP-000073,BORR-000087,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000073-VER-3,APP-000073,BORR-000087,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000073-VER-4,APP-000073,BORR-000087,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000073-VER-5,APP-000073,BORR-000087,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000074-VER-1,APP-000074,BORR-000089,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000074-VER-2,APP-000074,BORR-000089,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000074-VER-3,APP-000074,BORR-000089,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000074-VER-4,APP-000074,BORR-000089,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000074-VER-5,APP-000074,BORR-000089,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
APP-000075-VER-1,APP-000075,BORR-000090,identity,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,KYC-IDV-001
APP-000075-VER-2,APP-000075,BORR-000090,employment,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,EMP-VER-001
APP-000075-VER-3,APP-000075,BORR-000090,income,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,INC-GEN-001
APP-000075-VER-4,APP-000075,BORR-000090,assets,SYNTH-VERIFY,2026-07-31,2026-08-04,VERIFIED,AST-ELG-001
APP-000075-VER-5,APP-000075,BORR-000090,flood_determination,SYNTH-VERIFY,2026-07-31,2026-08-04,X,PRP-ELG-004
